seed,metric,frac_overlap,metric_overlap,metric_ood_one
0,cycle_knn,0.6,0.946333,0.927000
0,mutual_knn,0.6,0.644667,0.514825
0,lcs_knn,0.6,0.977333,0.794250
0,cka,0.6,0.951637,0.911608
0,unbiased_cka,0.6,0.950566,0.910251
0,cknna,0.6,0.624881,0.507170
0,svcca,0.6,0.778992,0.771418
0,edit_distance_knn,0.6,0.794500,0.780175
0,cycle_knn,1.0,0.954000,-1.000000
0,mutual_knn,1.0,0.716540,-1.000000
0,lcs_knn,1.0,1.129200,-1.000000
0,cka,1.0,0.972648,-1.000000
0,unbiased_cka,1.0,0.972052,-1.000000
0,cknna,1.0,0.705035,-1.000000
0,svcca,1.0,0.788052,-1.000000
0,edit_distance_knn,1.0,0.810260,-1.000000
0,cycle_knn,0.2,0.934000,0.881875
0,mutual_knn,0.2,0.620000,0.424250
0,lcs_knn,0.2,0.952000,0.657875
0,cka,0.2,0.947762,0.890048
0,unbiased_cka,0.2,0.945385,0.889090
0,cknna,0.2,0.589339,0.421674
0,svcca,0.2,0.819541,0.765443
0,edit_distance_knn,0.2,0.793300,0.772412
0,cycle_knn,0.4,0.937500,0.908667
0,mutual_knn,0.4,0.629150,0.454183
0,lcs_knn,0.4,0.951500,0.713667
0,cka,0.4,0.944990,0.898812
0,unbiased_cka,0.4,0.943421,0.897712
0,cknna,0.4,0.601448,0.451693
0,svcca,0.4,0.790853,0.753836
0,edit_distance_knn,0.4,0.792950,0.775967
0,cycle_knn,0.8,0.950500,0.938500
0,mutual_knn,0.8,0.674200,0.589050
0,lcs_knn,0.8,1.026000,0.892000
0,cka,0.8,0.959658,0.931221
0,unbiased_cka,0.8,0.958825,0.929414
0,cknna,0.8,0.656195,0.575957
0,svcca,0.8,0.795823,0.777936
0,edit_distance_knn,0.8,0.798675,0.789550
0,cycle_knn,0.0,-1.000000,0.870300
0,mutual_knn,0.0,-1.000000,0.400750
0,lcs_knn,0.0,-1.000000,0.646100
0,cka,0.0,-1.000000,0.883656
0,unbiased_cka,0.0,-1.000000,0.882782
0,cknna,0.0,-1.000000,0.396972
0,svcca,0.0,-1.000000,0.764949
0,edit_distance_knn,0.0,-1.000000,0.771480
1,cycle_knn,0.2,0.954000,0.883750
1,mutual_knn,0.2,0.629800,0.427075
1,lcs_knn,0.2,0.928000,0.681375
1,cka,0.2,0.951175,0.887172
1,unbiased_cka,0.2,0.949041,0.886126
1,cknna,0.2,0.596850,0.422595
1,svcca,0.2,0.810462,0.760889
1,edit_distance_knn,0.2,0.789200,0.774150
1,cycle_knn,0.0,-1.000000,0.862800
1,mutual_knn,0.0,-1.000000,0.395740
1,lcs_knn,0.0,-1.000000,0.633600
1,cka,0.0,-1.000000,0.879933
1,unbiased_cka,0.0,-1.000000,0.879036
1,cknna,0.0,-1.000000,0.394889
1,svcca,0.0,-1.000000,0.760296
1,edit_distance_knn,0.0,-1.000000,0.771400
1,cycle_knn,1.0,0.949800,-1.000000
1,mutual_knn,1.0,0.713880,-1.000000
1,lcs_knn,1.0,1.123800,-1.000000
1,cka,1.0,0.972543,-1.000000
1,unbiased_cka,1.0,0.971925,-1.000000
1,cknna,1.0,0.700291,-1.000000
1,svcca,1.0,0.810404,-1.000000
1,edit_distance_knn,1.0,0.810400,-1.000000
1,cycle_knn,0.4,0.944500,0.907500
1,mutual_knn,0.4,0.635550,0.468217
1,lcs_knn,0.4,0.977500,0.737000
1,cka,0.4,0.949675,0.902329
1,unbiased_cka,0.4,0.948227,0.901174
1,cknna,0.4,0.610921,0.463830
1,svcca,0.4,0.758915,0.782646
1,edit_distance_knn,0.4,0.792850,0.778300
1,cycle_knn,0.8,0.947750,0.930000
1,mutual_knn,0.8,0.669350,0.588300
1,lcs_knn,0.8,1.019500,0.945500
1,cka,0.8,0.961835,0.913262
