seed,frac_overlap,normal_asr,transfer_asr
0,0.0,-1,-1
0,0.6,0.922,0.686
0,0.2,0.94,0.632
0,1.0,0.922,0.748
0,0.8,0.926,0.74
0,0.4,0.91,0.61
1,0.0,-1,-1
1,0.2,0.926,0.652
1,0.8,0.942,0.774
1,0.4,0.918,0.648
1,0.6,0.934,0.69
1,1.0,0.902,0.77
2,0.4,0.916,0.616
2,0.6,0.922,0.662
2,1.0,0.926,0.764
2,0.8,0.922,0.742
2,0.0,-1,-1
2,0.2,0.93,0.614
3,0.4,0.91,0.6
3,0.2,0.926,0.606
3,0.0,-1,-1
3,0.8,0.902,0.684
3,1.0,0.922,0.78
3,0.6,0.908,0.674
