seed,metric,frac_overlap,metric_overlap,metric_ood_one
0,cycle_knn,0.6,0.839333,0.793750
0,mutual_knn,0.6,0.535300,0.426200
0,lcs_knn,0.6,0.797667,0.668250
0,cka,0.6,0.931946,0.729255
0,unbiased_cka,0.6,0.930065,0.723861
0,cknna,0.6,0.488382,0.405500
0,svcca,0.6,0.678144,0.544199
0,edit_distance_knn,0.6,0.778333,0.772150
0,cycle_knn,1.0,0.840000,-1.000000
0,mutual_knn,1.0,0.568580,-1.000000
0,lcs_knn,1.0,0.846400,-1.000000
0,cka,1.0,0.929841,-1.000000
0,unbiased_cka,1.0,0.928131,-1.000000
0,cknna,1.0,0.532144,-1.000000
0,svcca,1.0,0.613898,-1.000000
0,edit_distance_knn,1.0,0.783200,-1.000000
0,cycle_knn,0.4,0.818500,0.753000
0,mutual_knn,0.4,0.535050,0.392933
0,lcs_knn,0.4,0.789000,0.602000
0,cka,0.4,0.947617,0.702681
0,unbiased_cka,0.4,0.946091,0.698148
0,cknna,0.4,0.491234,0.368927
0,svcca,0.4,0.712845,0.548108
0,edit_distance_knn,0.4,0.778200,0.768667
0,cycle_knn,0.0,-1.000000,0.742900
0,mutual_knn,0.0,-1.000000,0.367580
0,lcs_knn,0.0,-1.000000,0.570400
0,cka,0.0,-1.000000,0.682730
0,unbiased_cka,0.0,-1.000000,0.679039
0,cknna,0.0,-1.000000,0.354633
0,svcca,0.0,-1.000000,0.535804
0,edit_distance_knn,0.0,-1.000000,0.767140
0,cycle_knn,0.2,0.833000,0.746750
0,mutual_knn,0.2,0.547100,0.384563
0,lcs_knn,0.2,0.794000,0.596375
0,cka,0.2,0.961890,0.702857
0,unbiased_cka,0.2,0.960670,0.699031
0,cknna,0.2,0.491940,0.363099
0,svcca,0.2,0.767221,0.552906
0,edit_distance_knn,0.2,0.777500,0.768575
0,cycle_knn,0.8,0.838000,0.823500
0,mutual_knn,0.8,0.543325,0.459600
0,lcs_knn,0.8,0.800250,0.699000
0,cka,0.8,0.927712,0.756732
0,unbiased_cka,0.8,0.925844,0.750128
0,cknna,0.8,0.499859,0.437557
0,svcca,0.8,0.668569,0.555255
0,edit_distance_knn,0.8,0.780325,0.773850
1,cycle_knn,0.4,0.802000,0.774833
1,mutual_knn,0.4,0.542950,0.415533
1,lcs_knn,0.4,0.807000,0.629167
1,cka,0.4,0.955558,0.706390
1,unbiased_cka,0.4,0.954285,0.701803
1,cknna,0.4,0.484182,0.391320
1,svcca,0.4,0.715639,0.537972
1,edit_distance_knn,0.4,0.779500,0.770733
1,cycle_knn,0.6,0.828667,0.810500
1,mutual_knn,0.6,0.531600,0.441825
1,lcs_knn,0.6,0.777000,0.669750
1,cka,0.6,0.930663,0.727451
1,unbiased_cka,0.6,0.928734,0.721846
1,cknna,0.6,0.479862,0.423477
1,svcca,0.6,0.628977,0.563801
1,edit_distance_knn,0.6,0.777267,0.772850
1,cycle_knn,0.8,0.827250,0.803500
