seed,frac_overlap,normal_asr,transfer_asr
0,0.6,0.932,0.824
0,1.0,0.96,0.89
0,0.2,0.964,0.768
0,0.4,0.952,0.772
0,0.8,0.956,0.848
0,0.0,-1,-1
1,0.2,0.958,0.736
1,0.0,-1,-1
1,1.0,0.95,0.86
1,0.4,0.946,0.796
1,0.8,0.954,0.844
1,0.6,0.952,0.832
2,0.0,-1,-1
2,1.0,0.938,0.87
2,0.6,0.928,0.77
2,0.4,0.94,0.74
2,0.8,0.93,0.812
2,0.2,0.954,0.72
3,0.4,0.942,0.746
3,1.0,0.952,0.844
3,0.2,0.954,0.764
3,0.6,0.952,0.816
3,0.8,0.94,0.796
3,0.0,-1,-1
