seed,metric,frac_overlap,metric_overlap,metric_ood_one
0,cycle_knn,0.8,0.928250,0.928000
0,mutual_knn,0.8,0.570675,0.523300
0,lcs_knn,0.8,0.889000,0.803000
0,cka,0.8,0.944800,0.907546
0,unbiased_cka,0.8,0.943982,0.905840
0,cknna,0.8,0.558313,0.507835
0,svcca,0.8,0.857453,0.845473
0,edit_distance_knn,0.8,0.787500,0.780400
0,cycle_knn,0.6,0.930000,0.892750
0,mutual_knn,0.6,0.567333,0.450525
0,lcs_knn,0.6,0.880667,0.713250
0,cka,0.6,0.941929,0.890913
0,unbiased_cka,0.6,0.940879,0.889635
0,cknna,0.6,0.546269,0.439860
0,svcca,0.6,0.843579,0.766125
0,edit_distance_knn,0.6,0.787400,0.776175
0,cycle_knn,0.4,0.926000,0.869167
0,mutual_knn,0.4,0.545550,0.400517
0,lcs_knn,0.4,0.872000,0.639833
0,cka,0.4,0.935394,0.868813
0,unbiased_cka,0.4,0.933952,0.867697
0,cknna,0.4,0.531021,0.394553
0,svcca,0.4,0.811695,0.783487
0,edit_distance_knn,0.4,0.788650,0.771883
0,cycle_knn,0.2,0.915000,0.862000
0,mutual_knn,0.2,0.527600,0.385325
0,lcs_knn,0.2,0.817000,0.631750
0,cka,0.2,0.935278,0.868595
0,unbiased_cka,0.2,0.933122,0.867649
0,cknna,0.2,0.507009,0.380069
0,svcca,0.2,0.819812,0.775844
0,edit_distance_knn,0.2,0.782300,0.771262
0,cycle_knn,0.0,-1.000000,0.845300
0,mutual_knn,0.0,-1.000000,0.354690
0,lcs_knn,0.0,-1.000000,0.588300
0,cka,0.0,-1.000000,0.852696
0,unbiased_cka,0.0,-1.000000,0.851801
0,cknna,0.0,-1.000000,0.353524
0,svcca,0.0,-1.000000,0.771637
0,edit_distance_knn,0.0,-1.000000,0.768790
0,cycle_knn,1.0,0.934400,-1.000000
0,mutual_knn,1.0,0.616120,-1.000000
0,lcs_knn,1.0,0.959600,-1.000000
0,cka,1.0,0.958778,-1.000000
0,unbiased_cka,1.0,0.958190,-1.000000
0,cknna,1.0,0.597969,-1.000000
0,svcca,1.0,0.862368,-1.000000
0,edit_distance_knn,1.0,0.793240,-1.000000
1,cycle_knn,0.6,0.919000,0.906000
1,mutual_knn,0.6,0.541633,0.463700
1,lcs_knn,0.6,0.816333,0.736250
1,cka,0.6,0.933430,0.897729
1,unbiased_cka,0.6,0.932275,0.896444
1,cknna,0.6,0.519196,0.458929
1,svcca,0.6,0.873270,0.777064
1,edit_distance_knn,0.6,0.782033,0.777175
1,cycle_knn,0.0,-1.000000,0.838500
1,mutual_knn,0.0,-1.000000,0.350210
1,lcs_knn,0.0,-1.000000,0.574300
1,cka,0.0,-1.000000,0.857474
1,unbiased_cka,0.0,-1.000000,0.856608
1,cknna,0.0,-1.000000,0.349743
1,svcca,0.0,-1.000000,0.772149
1,edit_distance_knn,0.0,-1.000000,0.768350
1,cycle_knn,0.4,0.919000,0.886500
1,mutual_knn,0.4,0.539850,0.407783
1,lcs_knn,0.4,0.846500,0.655667
1,cka,0.4,0.927682,0.877788
1,unbiased_cka,0.4,0.926031,0.876673
1,cknna,0.4,0.506879,0.401369
1,svcca,0.4,0.862301,0.824843
1,edit_distance_knn,0.4,0.784200,0.772233
1,cycle_knn,1.0,0.933800,-1.000000
1,mutual_knn,1.0,0.617960,-1.000000
1,lcs_knn,1.0,0.951400,-1.000000
1,cka,1.0,0.956683,-1.000000
1,unbiased_cka,1.0,0.956029,-1.000000
1,cknna,1.0,0.596793,-1.000000
1,svcca,1.0,0.818711,-1.000000
1,edit_distance_knn,1.0,0.793760,-1.000000
1,cycle_knn,0.2,0.904000,0.868125
1,mutual_knn,0.2,0.538800,0.387738
1,lcs_knn,0.2,0.832000,0.622625
1,cka,0.2,0.944293,0.869501
