seed,metric,frac_overlap,metric_overlap,metric_ood_one
0,cycle_knn,0.4,0.939000,0.868500
0,mutual_knn,0.4,0.574450,0.395100
0,lcs_knn,0.4,0.830000,0.629333
0,cka,0.4,0.926141,0.755477
0,unbiased_cka,0.4,0.923175,0.751919
0,cknna,0.4,0.548933,0.385276
0,svcca,0.4,0.770240,0.646920
0,edit_distance_knn,0.4,0.782400,0.770267
0,cycle_knn,0.0,-1.000000,0.844900
0,mutual_knn,0.0,-1.000000,0.353500
0,lcs_knn,0.0,-1.000000,0.568800
0,cka,0.0,-1.000000,0.735584
0,unbiased_cka,0.0,-1.000000,0.733020
0,cknna,0.0,-1.000000,0.351014
0,svcca,0.0,-1.000000,0.696756
0,edit_distance_knn,0.0,-1.000000,0.767670
0,cycle_knn,1.0,0.950800,-1.000000
0,mutual_knn,1.0,0.650860,-1.000000
0,lcs_knn,1.0,0.990800,-1.000000
0,cka,1.0,0.947128,-1.000000
0,unbiased_cka,1.0,0.945826,-1.000000
0,cknna,1.0,0.632028,-1.000000
0,svcca,1.0,0.726908,-1.000000
0,edit_distance_knn,1.0,0.796760,-1.000000
0,cycle_knn,0.2,0.941000,0.856250
0,mutual_knn,0.2,0.564300,0.370000
0,lcs_knn,0.2,0.847000,0.587625
0,cka,0.2,0.937599,0.746461
0,unbiased_cka,0.2,0.934173,0.743520
0,cknna,0.2,0.526490,0.367357
0,svcca,0.2,0.808527,0.670533
0,edit_distance_knn,0.2,0.782200,0.767962
0,cycle_knn,0.8,0.943750,0.923000
0,mutual_knn,0.8,0.613150,0.487750
0,lcs_knn,0.8,0.917000,0.769000
0,cka,0.8,0.933651,0.805876
0,unbiased_cka,0.8,0.931839,0.799134
0,cknna,0.8,0.586426,0.471908
0,svcca,0.8,0.729700,0.673990
0,edit_distance_knn,0.8,0.789850,0.778500
0,cycle_knn,0.6,0.940667,0.903000
0,mutual_knn,0.6,0.584500,0.437825
0,lcs_knn,0.6,0.886000,0.671750
0,cka,0.6,0.926102,0.781408
0,unbiased_cka,0.6,0.923748,0.777002
0,cknna,0.6,0.556555,0.429501
0,svcca,0.6,0.717942,0.691872
0,edit_distance_knn,0.6,0.788000,0.772600
1,cycle_knn,0.2,0.944000,0.856125
1,mutual_knn,0.2,0.577600,0.368700
1,lcs_knn,0.2,0.831000,0.593750
1,cka,0.2,0.941993,0.738470
1,unbiased_cka,0.2,0.938816,0.735415
1,cknna,0.2,0.542632,0.362986
1,svcca,0.2,0.789548,0.710885
1,edit_distance_knn,0.2,0.780900,0.768238
1,cycle_knn,0.4,0.942500,0.875667
1,mutual_knn,0.4,0.578500,0.397217
1,lcs_knn,0.4,0.852000,0.625667
1,cka,0.4,0.927240,0.743425
1,unbiased_cka,0.4,0.924407,0.739595
1,cknna,0.4,0.543765,0.389680
1,svcca,0.4,0.784637,0.695592
1,edit_distance_knn,0.4,0.784300,0.769233
1,cycle_knn,0.6,0.933000,0.904250
1,mutual_knn,0.6,0.589267,0.446175
1,lcs_knn,0.6,0.895333,0.691250
1,cka,0.6,0.926719,0.776467
1,unbiased_cka,0.6,0.924413,0.771745
1,cknna,0.6,0.562803,0.436370
1,svcca,0.6,0.744199,0.699428
1,edit_distance_knn,0.6,0.787500,0.773650
1,cycle_knn,0.8,0.941250,0.928000
1,mutual_knn,0.8,0.611375,0.492850
1,lcs_knn,0.8,0.931250,0.747000
1,cka,0.8,0.935824,0.771157
1,unbiased_cka,0.8,0.934128,0.762895
1,cknna,0.8,0.590177,0.485410
1,svcca,0.8,0.779842,0.685307
1,edit_distance_knn,0.8,0.791225,0.777500
1,cycle_knn,0.0,-1.000000,0.833300
1,mutual_knn,0.0,-1.000000,0.347630
1,lcs_knn,0.0,-1.000000,0.559800
1,cka,0.0,-1.000000,0.732327
1,unbiased_cka,0.0,-1.000000,0.729722
1,cknna,0.0,-1.000000,0.342031
1,svcca,0.0,-1.000000,0.664455
1,edit_distance_knn,0.0,-1.000000,0.767560
1,cycle_knn,1.0,0.953800,-1.000000
1,mutual_knn,1.0,0.647980,-1.000000
1,lcs_knn,1.0,0.991400,-1.000000
1,cka,1.0,0.945191,-1.000000
1,unbiased_cka,1.0,0.943824,-1.000000
1,cknna,1.0,0.626488,-1.000000
1,svcca,1.0,0.780666,-1.000000
1,edit_distance_knn,1.0,0.796140,-1.000000
2,cycle_knn,0.8,0.943750,0.933000
2,mutual_knn,0.8,0.609725,0.502050
2,lcs_knn,0.8,0.913250,0.766000
2,cka,0.8,0.933450,0.824055
2,unbiased_cka,0.8,0.931612,0.818314
2,cknna,0.8,0.583558,0.486847
2,svcca,0.8,0.754762,0.698164
2,edit_distance_knn,0.8,0.789850,0.778450
2,cycle_knn,0.4,0.927500,0.880333
2,mutual_knn,0.4,0.574150,0.408667
2,lcs_knn,0.4,0.862500,0.648500
2,cka,0.4,0.927505,0.765994
2,unbiased_cka,0.4,0.924670,0.762536
2,cknna,0.4,0.541220,0.394385
2,svcca,0.4,0.769471,0.682159
2,edit_distance_knn,0.4,0.784850,0.771083
2,cycle_knn,1.0,0.949200,-1.000000
2,mutual_knn,1.0,0.645000,-1.000000
2,lcs_knn,1.0,0.982200,-1.000000
2,cka,1.0,0.946555,-1.000000
2,unbiased_cka,1.0,0.945243,-1.000000
2,cknna,1.0,0.623754,-1.000000
2,svcca,1.0,0.755284,-1.000000
2,edit_distance_knn,1.0,0.795200,-1.000000
2,cycle_knn,0.6,0.932333,0.906750
2,mutual_knn,0.6,0.593400,0.436325
2,lcs_knn,0.6,0.885333,0.698250
2,cka,0.6,0.928417,0.788743
2,unbiased_cka,0.6,0.926130,0.784502
2,cknna,0.6,0.562482,0.426616
2,svcca,0.6,0.725100,0.687649
2,edit_distance_knn,0.6,0.787400,0.775375
2,cycle_knn,0.2,0.924000,0.858125
2,mutual_knn,0.2,0.575900,0.376688
2,lcs_knn,0.2,0.877000,0.592875
2,cka,0.2,0.944650,0.743550
2,unbiased_cka,0.2,0.941859,0.740478
2,cknna,0.2,0.534377,0.368272
2,svcca,0.2,0.821109,0.699850
2,edit_distance_knn,0.2,0.785300,0.768250
2,cycle_knn,0.0,-1.000000,0.831800
2,mutual_knn,0.0,-1.000000,0.349450
2,lcs_knn,0.0,-1.000000,0.554300
2,cka,0.0,-1.000000,0.734720
2,unbiased_cka,0.0,-1.000000,0.732137
2,cknna,0.0,-1.000000,0.343703
2,svcca,0.0,-1.000000,0.693665
2,edit_distance_knn,0.0,-1.000000,0.766910
3,cycle_knn,1.0,0.950800,-1.000000
3,mutual_knn,1.0,0.647180,-1.000000
3,lcs_knn,1.0,0.985400,-1.000000
3,cka,1.0,0.944801,-1.000000
3,unbiased_cka,1.0,0.943412,-1.000000
3,cknna,1.0,0.621099,-1.000000
3,svcca,1.0,0.729799,-1.000000
3,edit_distance_knn,1.0,0.795360,-1.000000
3,cycle_knn,0.2,0.937000,0.861125
3,mutual_knn,0.2,0.561100,0.382538
3,lcs_knn,0.2,0.868000,0.611125
3,cka,0.2,0.931445,0.749060
3,unbiased_cka,0.2,0.927442,0.746125
3,cknna,0.2,0.521272,0.378202
3,svcca,0.2,0.788242,0.690336
3,edit_distance_knn,0.2,0.784100,0.769450
3,cycle_knn,0.4,0.941000,0.877667
3,mutual_knn,0.4,0.582450,0.404133
3,lcs_knn,0.4,0.872500,0.643667
3,cka,0.4,0.927649,0.766020
3,unbiased_cka,0.4,0.924704,0.762665
3,cknna,0.4,0.546830,0.393872
3,svcca,0.4,0.754579,0.689227
3,edit_distance_knn,0.4,0.784550,0.771700
3,cycle_knn,0.8,0.948000,0.916000
3,mutual_knn,0.8,0.609650,0.512200
3,lcs_knn,0.8,0.923250,0.773500
3,cka,0.8,0.931445,0.828307
3,unbiased_cka,0.8,0.929520,0.822826
3,cknna,0.8,0.582782,0.489731
3,svcca,0.8,0.743410,0.749625
3,edit_distance_knn,0.8,0.790900,0.780300
3,cycle_knn,0.6,0.943667,0.905250
3,mutual_knn,0.6,0.592800,0.444525
3,lcs_knn,0.6,0.878000,0.686500
3,cka,0.6,0.925760,0.806899
3,unbiased_cka,0.6,0.923328,0.803085
3,cknna,0.6,0.561359,0.433713
3,svcca,0.6,0.725145,0.711974
3,edit_distance_knn,0.6,0.787333,0.773625
3,cycle_knn,0.0,-1.000000,0.845200
3,mutual_knn,0.0,-1.000000,0.356480
3,lcs_knn,0.0,-1.000000,0.576700
3,cka,0.0,-1.000000,0.737343
3,unbiased_cka,0.0,-1.000000,0.734801
3,cknna,0.0,-1.000000,0.352270
3,svcca,0.0,-1.000000,0.660380
3,edit_distance_knn,0.0,-1.000000,0.767440
