seed,frac_overlap,normal_asr,transfer_asr
0,0.8,0.478,0.3
0,0.0,-1,-1
0,0.6,0.482,0.27
0,0.2,0.51,0.222
0,1.0,0.512,0.374
0,0.4,0.466,0.26
1,0.0,-1,-1
1,0.6,0.46,0.262
1,0.8,0.498,0.308
1,1.0,0.46,0.306
1,0.4,0.434,0.21
1,0.2,0.464,0.208
2,1.0,0.468,0.286
2,0.2,0.426,0.19
2,0.0,-1,-1
2,0.4,0.468,0.23
2,0.6,0.494,0.242
2,0.8,0.45,0.246
3,0.0,-1,-1
3,0.6,0.468,0.238
3,1.0,0.488,0.332
3,0.4,0.472,0.222
3,0.8,0.494,0.3
3,0.2,0.44,0.212
