seed,metric,frac_overlap,metric_overlap,metric_ood_one,metric_ood_all_mnist,metric_ood_all_svhn
4,cknna,0.8,0.063807,0.016786,0.011455,0.006760
4,svcca,0.8,0.723878,0.300395,0.332310,0.381640
4,edit_distance_knn,0.8,0.752275,0.750500,0.750410,0.750227
4,cycle_knn,0.0,-1.000000,0.096300,0.080800,0.039490
4,mutual_knn,0.0,-1.000000,0.011660,0.009230,0.004483
4,lcs_knn,0.0,-1.000000,0.026600,0.020800,0.010372
4,cka,0.0,-1.000000,0.405477,0.043176,0.057380
4,unbiased_cka,0.0,-1.000000,0.405193,0.042949,0.057293
4,cknna,0.0,-1.000000,0.008854,0.008359,0.003536
4,svcca,0.0,-1.000000,0.341144,0.198787,0.278204
4,edit_distance_knn,0.0,-1.000000,0.750300,0.750300,0.750115
4,cycle_knn,1.0,0.580400,-1.000000,0.177600,0.087316
4,mutual_knn,1.0,0.120440,-1.000000,0.022520,0.010925
4,lcs_knn,1.0,0.242000,-1.000000,0.046600,0.025046
4,cka,1.0,0.971085,-1.000000,0.447544,0.315703
4,unbiased_cka,1.0,0.971049,-1.000000,0.447319,0.315620
4,cknna,1.0,0.094607,-1.000000,0.019754,0.009160
4,svcca,1.0,0.862844,-1.000000,0.545216,0.523526
4,edit_distance_knn,1.0,0.753980,-1.000000,0.750550,0.750338
4,cycle_knn,0.6,0.368667,0.170000,0.109900,0.045905
4,mutual_knn,0.6,0.057667,0.020250,0.012420,0.005236
4,lcs_knn,0.6,0.130333,0.049500,0.026500,0.013138
4,cka,0.6,0.960672,0.305645,0.069769,0.123160
4,unbiased_cka,0.6,0.960638,0.305105,0.069501,0.123077
4,cknna,0.6,0.041982,0.015946,0.011079,0.004171
4,svcca,0.6,0.550573,0.342409,0.251250,0.330961
4,edit_distance_knn,0.6,0.752133,0.750500,0.750300,0.750123
5,cycle_knn,0.0,-1.000000,0.085100,0.087800,0.026813
5,mutual_knn,0.0,-1.000000,0.010520,0.010100,0.002943
5,lcs_knn,0.0,-1.000000,0.022800,0.022600,0.007414
5,cka,0.0,-1.000000,0.390983,0.153069,0.009526
5,unbiased_cka,0.0,-1.000000,0.390724,0.152869,0.009443
5,cknna,0.0,-1.000000,0.007615,0.008731,0.002439
5,svcca,0.0,-1.000000,0.345310,0.231499,0.202235
5,edit_distance_knn,0.0,-1.000000,0.750360,0.750250,0.750092
5,cycle_knn,0.8,0.430500,0.288500,0.147700,0.073026
5,mutual_knn,0.8,0.077825,0.041300,0.019250,0.008651
5,lcs_knn,0.8,0.160250,0.089500,0.039200,0.021051
5,cka,0.8,0.964119,0.868779,0.376344,0.441370
5,unbiased_cka,0.8,0.964082,0.868750,0.376133,0.441303
5,cknna,0.8,0.059669,0.031098,0.017012,0.007046
5,svcca,0.8,0.686284,0.362155,0.409770,0.459523
5,edit_distance_knn,0.8,0.752400,0.751300,0.750480,0.750254
5,cycle_knn,0.4,0.290500,0.109333,0.109800,0.031615
5,mutual_knn,0.4,0.039700,0.013750,0.014160,0.003523
5,lcs_knn,0.4,0.091500,0.032000,0.028800,0.008566
5,cka,0.4,0.972118,0.340454,0.333777,0.145004
5,unbiased_cka,0.4,0.972118,0.340086,0.333637,0.144936
5,cknna,0.4,0.030639,0.011308,0.012591,0.002762
5,svcca,0.4,0.343322,0.266205,0.297283,0.305743
5,edit_distance_knn,0.4,0.751150,0.750400,0.750320,0.750092
5,cycle_knn,0.6,0.338333,0.183000,0.138900,0.047557
5,mutual_knn,0.6,0.050867,0.023775,0.017060,0.005643
5,lcs_knn,0.6,0.109333,0.051500,0.034800,0.013829
5,cka,0.6,0.958303,0.542558,0.270487,0.074797
5,unbiased_cka,0.6,0.958268,0.542160,0.270228,0.074699
5,cknna,0.6,0.038002,0.018808,0.014844,0.004829
5,svcca,0.6,0.499976,0.343780,0.335572,0.343795
5,edit_distance_knn,0.6,0.751400,0.750975,0.750460,0.750184
5,cycle_knn,0.2,0.294000,0.090500,0.082100,0.032191
5,mutual_knn,0.2,0.039800,0.011000,0.009580,0.003592
5,lcs_knn,0.2,0.081000,0.022625,0.020400,0.007990
5,cka,0.2,0.412091,0.275989,0.124320,0.114285
5,unbiased_cka,0.2,0.409587,0.275640,0.124112,0.114200
5,cknna,0.2,0.028402,0.008151,0.008638,0.002930
5,svcca,0.2,0.361954,0.331464,0.196428,0.259399
5,edit_distance_knn,0.2,0.751000,0.750287,0.750280,0.750085
5,cycle_knn,1.0,0.565200,-1.000000,0.179200,0.082283
5,mutual_knn,1.0,0.117520,-1.000000,0.024480,0.010464
5,lcs_knn,1.0,0.226000,-1.000000,0.048700,0.024931
5,cka,1.0,0.971400,-1.000000,0.688836,0.491233
5,unbiased_cka,1.0,0.971365,-1.000000,0.688744,0.491168
5,cknna,1.0,0.092770,-1.000000,0.022007,0.008583
5,svcca,1.0,0.839473,-1.000000,0.564083,0.529295
5,edit_distance_knn,1.0,0.754200,-1.000000,0.750750,0.750342
6,cycle_knn,1.0,0.609600,-1.000000,0.185800,0.103450
6,mutual_knn,1.0,0.136380,-1.000000,0.022880,0.013407
6,lcs_knn,1.0,0.254000,-1.000000,0.053300,0.030002
6,cka,1.0,0.982094,-1.000000,0.582748,0.691029
6,unbiased_cka,1.0,0.982070,-1.000000,0.582584,0.690984
6,cknna,1.0,0.108256,-1.000000,0.019001,0.010431
6,svcca,1.0,0.858287,-1.000000,0.561249,0.623687
6,edit_distance_knn,1.0,0.754560,-1.000000,0.750790,0.750330
6,cycle_knn,0.0,-1.000000,0.090100,0.073400,0.027236
6,mutual_knn,0.0,-1.000000,0.010820,0.008130,0.002923
6,lcs_knn,0.0,-1.000000,0.024900,0.018300,0.006530
6,cka,0.0,-1.000000,0.374496,0.054863,0.062443
6,unbiased_cka,0.0,-1.000000,0.374216,0.054591,0.062333
6,cknna,0.0,-1.000000,0.008560,0.007226,0.002344
6,svcca,0.0,-1.000000,0.332834,0.227257,0.229744
6,edit_distance_knn,0.0,-1.000000,0.750350,0.750140,0.750073
6,cycle_knn,0.6,0.444333,0.146000,0.096200,0.037108
6,mutual_knn,0.6,0.085367,0.017525,0.010820,0.004226
6,lcs_knn,0.6,0.168000,0.039500,0.025300,0.010180
6,cka,0.6,0.980166,0.258462,0.193173,0.081044
6,unbiased_cka,0.6,0.980148,0.257959,0.192887,0.080944
6,cknna,0.6,0.068609,0.013065,0.009073,0.003453
6,svcca,0.6,0.582630,0.313861,0.323368,0.330832
6,edit_distance_knn,0.6,0.752600,0.750575,0.750250,0.750127
6,cycle_knn,0.8,0.515250,0.174500,0.146800,0.076944
6,mutual_knn,0.8,0.103800,0.020350,0.018580,0.009358
6,lcs_knn,0.8,0.199500,0.049500,0.030300,0.020705
6,cka,0.8,0.978290,0.140718,0.447663,0.648901
6,unbiased_cka,0.8,0.978265,0.140008,0.447462,0.648860
6,cknna,0.8,0.081462,0.013966,0.016261,0.007024
6,svcca,0.8,0.738492,0.269354,0.497771,0.489909
6,edit_distance_knn,0.8,0.753275,0.750250,0.750450,0.750200
6,cycle_knn,0.4,0.450000,0.103833,0.092100,0.031961
6,mutual_knn,0.4,0.079750,0.011767,0.010450,0.003549
6,lcs_knn,0.4,0.154000,0.028000,0.022800,0.008643
6,cka,0.4,0.980909,0.215827,0.169972,0.110756
6,unbiased_cka,0.4,0.980899,0.215434,0.169731,0.110648
6,cknna,0.4,0.065229,0.008298,0.009241,0.002987
6,svcca,0.4,0.512562,0.278712,0.292447,0.307083
6,edit_distance_knn,0.4,0.752750,0.750200,0.750280,0.750088
6,cycle_knn,0.2,0.328000,0.093125,0.088500,0.032806
6,mutual_knn,0.2,0.046200,0.010650,0.010620,0.003788
6,lcs_knn,0.2,0.103000,0.021375,0.021100,0.008643
6,cka,0.2,0.410059,0.269558,0.136266,0.057238
6,unbiased_cka,0.2,0.405380,0.269180,0.136038,0.057130
6,cknna,0.2,0.029304,0.008036,0.008497,0.003117
6,svcca,0.2,0.380478,0.284366,0.283825,0.251423
6,edit_distance_knn,0.2,0.751600,0.750275,0.750250,0.750092
7,cycle_knn,1.0,0.588800,-1.000000,0.218500,0.082860
7,mutual_knn,1.0,0.127900,-1.000000,0.030880,0.010533
7,lcs_knn,1.0,0.246800,-1.000000,0.070500,0.024508
7,cka,1.0,0.974277,-1.000000,0.631183,0.574467
7,unbiased_cka,1.0,0.974246,-1.000000,0.631063,0.574405
7,cknna,1.0,0.100868,-1.000000,0.026422,0.008327
7,svcca,1.0,0.889825,-1.000000,0.558027,0.567831
7,edit_distance_knn,1.0,0.754040,-1.000000,0.750950,0.750296
7,cycle_knn,0.8,0.491500,0.228000,0.192100,0.072603
7,mutual_knn,0.8,0.095000,0.032450,0.025610,0.008682
7,lcs_knn,0.8,0.197500,0.067000,0.056300,0.020744
7,cka,0.8,0.966157,0.030062,0.636612,0.591034
7,unbiased_cka,0.8,0.966121,0.028868,0.636449,0.590980
7,cknna,0.8,0.076300,0.027762,0.022244,0.007043
7,svcca,0.8,0.763908,0.324892,0.528980,0.486495
7,edit_distance_knn,0.8,0.752775,0.750750,0.750680,0.750227
7,cycle_knn,0.6,0.355000,0.190000,0.112700,0.051552
7,mutual_knn,0.6,0.055567,0.023125,0.013710,0.006031
7,lcs_knn,0.6,0.124000,0.052000,0.028900,0.013368
7,cka,0.6,0.957806,0.687536,0.330706,0.525284
7,unbiased_cka,0.6,0.957773,0.687296,0.330540,0.525238
7,cknna,0.6,0.042208,0.017657,0.011113,0.005067
7,svcca,0.6,0.537860,0.370127,0.354762,0.394799
7,edit_distance_knn,0.6,0.751700,0.750450,0.750390,0.750173
7,cycle_knn,0.4,0.304000,0.119833,0.088400,0.038568
7,mutual_knn,0.4,0.043350,0.014250,0.010310,0.004337
7,lcs_knn,0.4,0.107000,0.035167,0.025300,0.010986
7,cka,0.4,0.962578,0.475575,0.180010,0.240580
7,unbiased_cka,0.4,0.962573,0.475233,0.179776,0.240491
7,cknna,0.4,0.028594,0.011459,0.009164,0.003831
7,svcca,0.4,0.374750,0.309045,0.274914,0.307312
7,edit_distance_knn,0.4,0.751100,0.750467,0.750300,0.750150
7,cycle_knn,0.2,0.359000,0.112500,0.090300,0.046481
7,mutual_knn,0.2,0.056400,0.013363,0.010240,0.005351
7,lcs_knn,0.2,0.120000,0.030375,0.024800,0.013022
7,cka,0.2,0.477785,0.429795,0.052276,0.131732
7,unbiased_cka,0.2,0.475208,0.429510,0.051963,0.131613
7,cknna,0.2,0.038365,0.010076,0.008443,0.004635
7,svcca,0.2,0.375573,0.332135,0.208949,0.309767
7,edit_distance_knn,0.2,0.751400,0.750375,0.750350,0.750200
7,cycle_knn,0.0,-1.000000,0.084700,0.073400,0.033497
7,mutual_knn,0.0,-1.000000,0.010060,0.008570,0.003603
7,lcs_knn,0.0,-1.000000,0.025100,0.018600,0.009834
7,cka,0.0,-1.000000,0.369980,0.048160,0.240908
7,unbiased_cka,0.0,-1.000000,0.369705,0.047893,0.240826
7,cknna,0.0,-1.000000,0.007959,0.007271,0.003084
7,svcca,0.0,-1.000000,0.302123,0.190869,0.259108
7,edit_distance_knn,0.0,-1.000000,0.750350,0.750170,0.750123
8,cycle_knn,0.0,-1.000000,0.061300,0.075100,0.030885
8,mutual_knn,0.0,-1.000000,0.007160,0.008710,0.003369
8,lcs_knn,0.0,-1.000000,0.015000,0.020100,0.008528
8,cka,0.0,-1.000000,0.310609,0.089787,0.056458
8,unbiased_cka,0.0,-1.000000,0.310307,0.089549,0.056381
8,cknna,0.0,-1.000000,0.004974,0.007786,0.002976
8,svcca,0.0,-1.000000,0.287018,0.193911,0.243086
8,edit_distance_knn,0.0,-1.000000,0.750180,0.750170,0.750081
8,cycle_knn,0.4,0.310500,0.124833,0.091400,0.043024
8,mutual_knn,0.4,0.047000,0.014933,0.010990,0.004929
8,lcs_knn,0.4,0.102500,0.030833,0.024200,0.011985
8,cka,0.4,0.973835,0.516158,0.125258,0.166938
8,unbiased_cka,0.4,0.973827,0.515890,0.125037,0.166863
8,cknna,0.4,0.036362,0.011501,0.009764,0.004278
8,svcca,0.4,0.400198,0.314689,0.276170,0.309077
