seed,metric,frac_overlap,metric_overlap,metric_ood_all_mnist,metric_ood_all_svhn
2,cycle_knn,0.7,0.656000,0.757600,0.520628
2,mutual_knn,0.7,0.221950,0.223390,0.101560
2,lcs_knn,0.7,0.379900,0.392400,0.213430
2,cka,0.7,0.527205,0.760575,0.647979
2,unbiased_cka,0.7,0.522889,0.760284,0.647622
2,cknna,0.7,0.248027,0.216290,0.108123
2,svcca,0.7,0.435059,0.637704,0.583243
2,edit_distance_knn,0.7,0.759810,0.758960,0.755220
2,cycle_knn,1.0,0.696500,0.782300,0.532537
2,mutual_knn,1.0,0.246100,0.242560,0.109266
2,lcs_knn,1.0,0.421100,0.425400,0.222726
2,cka,1.0,0.570707,0.769728,0.639377
2,unbiased_cka,1.0,0.566735,0.769379,0.639015
2,cknna,1.0,0.271135,0.239081,0.112224
2,svcca,1.0,0.487690,0.655676,0.623366
2,edit_distance_knn,1.0,0.760930,0.760450,0.755025
3,cycle_knn,0.1,0.607500,0.767400,0.484826
3,mutual_knn,0.1,0.184690,0.229940,0.090758
3,lcs_knn,0.1,0.321000,0.397500,0.189574
3,cka,0.1,0.455030,0.703365,0.611259
3,unbiased_cka,0.1,0.450051,0.702958,0.610833
3,cknna,0.1,0.208892,0.224415,0.097157
3,svcca,0.1,0.414107,0.656231,0.593301
3,edit_distance_knn,0.1,0.758020,0.759690,0.754345
3,cycle_knn,0.8,0.656000,0.765300,0.487016
3,mutual_knn,0.8,0.222270,0.237880,0.094680
3,lcs_knn,0.8,0.389600,0.418400,0.193838
3,cka,0.8,0.541903,0.729121,0.665645
3,unbiased_cka,0.8,0.537737,0.728675,0.665298
3,cknna,0.8,0.251834,0.232406,0.097529
3,svcca,0.8,0.459368,0.634683,0.604749
3,edit_distance_knn,0.8,0.759620,0.760390,0.754241
3,cycle_knn,0.4,0.629400,0.752500,0.446873
3,mutual_knn,0.4,0.203610,0.221670,0.083140
3,lcs_knn,0.4,0.360700,0.391800,0.178050
3,cka,0.4,0.496829,0.620113,0.477821
3,unbiased_cka,0.4,0.492284,0.619616,0.477368
3,cknna,0.4,0.225530,0.218024,0.091076
3,svcca,0.4,0.478636,0.625731,0.578618
3,edit_distance_knn,0.4,0.759500,0.759540,0.754064
3,cycle_knn,0.3,0.623200,0.748800,0.497541
3,mutual_knn,0.3,0.196250,0.228610,0.092759
3,lcs_knn,0.3,0.340400,0.400800,0.196258
3,cka,0.3,0.477455,0.747542,0.642710
3,unbiased_cka,0.3,0.472729,0.747108,0.642367
3,cknna,0.3,0.220484,0.223490,0.099078
3,svcca,0.3,0.411244,0.664437,0.588089
3,edit_distance_knn,0.3,0.758430,0.759830,0.754502
3,cycle_knn,0.5,0.635800,0.754400,0.483136
3,mutual_knn,0.5,0.205930,0.216200,0.091334
