seed,metric,partition,model0,model1,partition_metric
0,cycle_knn,partition1,shape,digit,0.026646
0,mutual_knn,partition1,shape,digit,0.002702
0,lcs_knn,partition1,shape,digit,0.007254
0,cka,partition1,shape,digit,0.000507
0,unbiased_cka,partition1,shape,digit,0.000120
0,cknna,partition1,shape,digit,0.002801
0,svcca,partition1,shape,digit,0.041543
0,edit_distance_knn,partition1,shape,digit,0.750242
0,cycle_knn,partition2,shape_digit,shape_color,0.190988
0,mutual_knn,partition2,shape_digit,shape_color,0.023823
0,lcs_knn,partition2,shape_digit,shape_color,0.057431
0,cka,partition2,shape_digit,shape_color,0.237458
0,unbiased_cka,partition2,shape_digit,shape_color,0.235121
0,cknna,partition2,shape_digit,shape_color,0.021310
0,svcca,partition2,shape_digit,shape_color,0.304398
0,edit_distance_knn,partition2,shape_digit,shape_color,0.750916
0,cycle_knn,partition2,shape_digit,digit_color,0.128162
0,mutual_knn,partition2,shape_digit,digit_color,0.015825
0,lcs_knn,partition2,shape_digit,digit_color,0.038783
0,cka,partition2,shape_digit,digit_color,0.174518
0,unbiased_cka,partition2,shape_digit,digit_color,0.171646
0,cknna,partition2,shape_digit,digit_color,0.013260
0,svcca,partition2,shape_digit,digit_color,0.238752
0,edit_distance_knn,partition2,shape_digit,digit_color,0.750521
0,cycle_knn,partition2,shape_color,digit_color,0.093331
0,mutual_knn,partition2,shape_color,digit_color,0.010398
0,lcs_knn,partition2,shape_color,digit_color,0.026042
0,cka,partition2,shape_color,digit_color,0.083151
0,unbiased_cka,partition2,shape_color,digit_color,0.079856
0,cknna,partition2,shape_color,digit_color,0.007609
0,svcca,partition2,shape_color,digit_color,0.074103
0,edit_distance_knn,partition2,shape_color,digit_color,0.750326
0,cycle_knn,partition3,all0,all1,0.906901
0,mutual_knn,partition3,all0,all1,0.658343
0,lcs_knn,partition3,all0,all1,0.943871
0,cka,partition3,all0,all1,0.601824
0,unbiased_cka,partition3,all0,all1,0.598790
0,cknna,partition3,all0,all1,0.575810
0,svcca,partition3,all0,all1,0.307596
0,edit_distance_knn,partition3,all0,all1,0.788077
1,cycle_knn,partition1,shape,digit,0.027809
1,mutual_knn,partition1,shape,digit,0.002939
1,lcs_knn,partition1,shape,digit,0.006929
1,cka,partition1,shape,digit,0.000590
1,unbiased_cka,partition1,shape,digit,0.000205
1,cknna,partition1,shape,digit,0.003008
1,svcca,partition1,shape,digit,0.040324
1,edit_distance_knn,partition1,shape,digit,0.750195
1,cycle_knn,partition2,shape_digit,shape_color,0.187221
1,mutual_knn,partition2,shape_digit,shape_color,0.023814
1,lcs_knn,partition2,shape_digit,shape_color,0.056362
1,cka,partition2,shape_digit,shape_color,0.252969
1,unbiased_cka,partition2,shape_digit,shape_color,0.250700
1,cknna,partition2,shape_digit,shape_color,0.020630
1,svcca,partition2,shape_digit,shape_color,0.335237
1,edit_distance_knn,partition2,shape_digit,shape_color,0.750879
1,cycle_knn,partition2,shape_digit,digit_color,0.124721
1,mutual_knn,partition2,shape_digit,digit_color,0.015127
1,lcs_knn,partition2,shape_digit,digit_color,0.038644
1,cka,partition2,shape_digit,digit_color,0.164121
1,unbiased_cka,partition2,shape_digit,digit_color,0.161233
1,cknna,partition2,shape_digit,digit_color,0.012995
1,svcca,partition2,shape_digit,digit_color,0.216562
1,edit_distance_knn,partition2,shape_digit,digit_color,0.750618
1,cycle_knn,partition2,shape_color,digit_color,0.091378
1,mutual_knn,partition2,shape_color,digit_color,0.010300
1,lcs_knn,partition2,shape_color,digit_color,0.025437
1,cka,partition2,shape_color,digit_color,0.082506
1,unbiased_cka,partition2,shape_color,digit_color,0.079192
1,cknna,partition2,shape_color,digit_color,0.007427
1,svcca,partition2,shape_color,digit_color,0.068447
1,edit_distance_knn,partition2,shape_color,digit_color,0.750298
1,cycle_knn,partition3,all0,all1,0.902948
1,mutual_knn,partition3,all0,all1,0.659119
1,lcs_knn,partition3,all0,all1,0.936895
1,cka,partition3,all0,all1,0.596901
1,unbiased_cka,partition3,all0,all1,0.593844
1,cknna,partition3,all0,all1,0.574706
1,svcca,partition3,all0,all1,0.294797
1,edit_distance_knn,partition3,all0,all1,0.788016
2,cycle_knn,partition1,shape,digit,0.025670
2,mutual_knn,partition1,shape,digit,0.002679
2,lcs_knn,partition1,shape,digit,0.008231
2,cka,partition1,shape,digit,0.000468
2,unbiased_cka,partition1,shape,digit,0.000081
2,cknna,partition1,shape,digit,0.002779
2,svcca,partition1,shape,digit,0.038780
2,edit_distance_knn,partition1,shape,digit,0.750279
2,cycle_knn,partition2,shape_digit,shape_color,0.186058
2,mutual_knn,partition2,shape_digit,shape_color,0.023424
2,lcs_knn,partition2,shape_digit,shape_color,0.055199
2,cka,partition2,shape_digit,shape_color,0.250202
2,unbiased_cka,partition2,shape_digit,shape_color,0.247919
