seed,metric,partition,model0,model1,partition_metric
2,cknna,partition2,shape_digit,shape_color,0.020939
2,svcca,partition2,shape_digit,shape_color,0.322816
2,edit_distance_knn,partition2,shape_digit,shape_color,0.750823
2,cycle_knn,partition2,shape_digit,digit_color,0.132301
2,mutual_knn,partition2,shape_digit,digit_color,0.016383
2,lcs_knn,partition2,shape_digit,digit_color,0.039342
2,cka,partition2,shape_digit,digit_color,0.171525
2,unbiased_cka,partition2,shape_digit,digit_color,0.168679
2,cknna,partition2,shape_digit,digit_color,0.013907
2,svcca,partition2,shape_digit,digit_color,0.254109
2,edit_distance_knn,partition2,shape_digit,digit_color,0.750516
2,cycle_knn,partition2,shape_color,digit_color,0.094959
2,mutual_knn,partition2,shape_color,digit_color,0.010412
2,lcs_knn,partition2,shape_color,digit_color,0.024926
2,cka,partition2,shape_color,digit_color,0.079336
2,unbiased_cka,partition2,shape_color,digit_color,0.076001
2,cknna,partition2,shape_color,digit_color,0.008097
2,svcca,partition2,shape_color,digit_color,0.067031
2,edit_distance_knn,partition2,shape_color,digit_color,0.750372
2,cycle_knn,partition3,all0,all1,0.906436
2,mutual_knn,partition3,all0,all1,0.658087
2,lcs_knn,partition3,all0,all1,0.930897
2,cka,partition3,all0,all1,0.597845
2,unbiased_cka,partition3,all0,all1,0.594841
2,cknna,partition3,all0,all1,0.574903
2,svcca,partition3,all0,all1,0.314061
2,edit_distance_knn,partition3,all0,all1,0.786895
3,cycle_knn,partition1,shape,digit,0.030180
3,mutual_knn,partition1,shape,digit,0.003078
3,lcs_knn,partition1,shape,digit,0.007812
3,cka,partition1,shape,digit,0.000484
3,unbiased_cka,partition1,shape,digit,0.000100
3,cknna,partition1,shape,digit,0.003215
3,svcca,partition1,shape,digit,0.041864
3,edit_distance_knn,partition1,shape,digit,0.750265
3,cycle_knn,partition2,shape_digit,shape_color,0.182524
3,mutual_knn,partition2,shape_digit,shape_color,0.023196
3,lcs_knn,partition2,shape_digit,shape_color,0.055525
3,cka,partition2,shape_digit,shape_color,0.267606
3,unbiased_cka,partition2,shape_digit,shape_color,0.265413
3,cknna,partition2,shape_digit,shape_color,0.020617
3,svcca,partition2,shape_digit,shape_color,0.319703
3,edit_distance_knn,partition2,shape_digit,shape_color,0.750879
3,cycle_knn,partition2,shape_digit,digit_color,0.132347
3,mutual_knn,partition2,shape_digit,digit_color,0.016732
3,lcs_knn,partition2,shape_digit,digit_color,0.039993
3,cka,partition2,shape_digit,digit_color,0.178964
3,unbiased_cka,partition2,shape_digit,digit_color,0.176170
3,cknna,partition2,shape_digit,digit_color,0.014478
3,svcca,partition2,shape_digit,digit_color,0.263208
3,edit_distance_knn,partition2,shape_digit,digit_color,0.750628
3,cycle_knn,partition2,shape_color,digit_color,0.092913
3,mutual_knn,partition2,shape_color,digit_color,0.010203
3,lcs_knn,partition2,shape_color,digit_color,0.024368
3,cka,partition2,shape_color,digit_color,0.077848
3,unbiased_cka,partition2,shape_color,digit_color,0.074533
3,cknna,partition2,shape_color,digit_color,0.007482
3,svcca,partition2,shape_color,digit_color,0.069158
3,edit_distance_knn,partition2,shape_color,digit_color,0.750307
3,cycle_knn,partition3,all0,all1,0.911598
3,mutual_knn,partition3,all0,all1,0.658305
3,lcs_knn,partition3,all0,all1,0.943313
3,cka,partition3,all0,all1,0.603182
3,unbiased_cka,partition3,all0,all1,0.600179
3,cknna,partition3,all0,all1,0.574467
3,svcca,partition3,all0,all1,0.311823
3,edit_distance_knn,partition3,all0,all1,0.787760
