seed,metric,partition,model0,model1,partition_metric
0,cycle_knn,partition1,shape,digit,0.053013
0,mutual_knn,partition1,shape,digit,0.005738
0,lcs_knn,partition1,shape,digit,0.012974
0,cka,partition1,shape,digit,0.000508
0,unbiased_cka,partition1,shape,digit,0.000124
0,cknna,partition1,shape,digit,0.005541
0,svcca,partition1,shape,digit,0.066132
0,edit_distance_knn,partition1,shape,digit,0.750372
0,cycle_knn,partition2,shape_digit,shape_color,0.226097
0,mutual_knn,partition2,shape_digit,shape_color,0.029348
0,lcs_knn,partition2,shape_digit,shape_color,0.070964
0,cka,partition2,shape_digit,shape_color,0.197006
0,unbiased_cka,partition2,shape_digit,shape_color,0.194384
0,cknna,partition2,shape_digit,shape_color,0.026162
0,svcca,partition2,shape_digit,shape_color,0.322415
0,edit_distance_knn,partition2,shape_digit,shape_color,0.751088
0,cycle_knn,partition2,shape_digit,digit_color,0.165225
0,mutual_knn,partition2,shape_digit,digit_color,0.021336
0,lcs_knn,partition2,shape_digit,digit_color,0.052083
0,cka,partition2,shape_digit,digit_color,0.210787
0,unbiased_cka,partition2,shape_digit,digit_color,0.207881
0,cknna,partition2,shape_digit,digit_color,0.018701
0,svcca,partition2,shape_digit,digit_color,0.374892
0,edit_distance_knn,partition2,shape_digit,digit_color,0.750674
0,cycle_knn,partition2,shape_color,digit_color,0.120443
0,mutual_knn,partition2,shape_color,digit_color,0.013751
0,lcs_knn,partition2,shape_color,digit_color,0.033203
0,cka,partition2,shape_color,digit_color,0.071139
0,unbiased_cka,partition2,shape_color,digit_color,0.067805
0,cknna,partition2,shape_color,digit_color,0.011534
0,svcca,partition2,shape_color,digit_color,0.044806
0,edit_distance_knn,partition2,shape_color,digit_color,0.750479
0,cycle_knn,partition3,all0,all1,0.907878
0,mutual_knn,partition3,all0,all1,0.725958
0,lcs_knn,partition3,all0,all1,1.048456
0,cka,partition3,all0,all1,0.723801
0,unbiased_cka,partition3,all0,all1,0.721471
0,cknna,partition3,all0,all1,0.649294
0,svcca,partition3,all0,all1,0.467932
0,edit_distance_knn,partition3,all0,all1,0.798140
1,cycle_knn,partition1,shape,digit,0.057245
1,mutual_knn,partition1,shape,digit,0.006273
1,lcs_knn,partition1,shape,digit,0.014741
1,cka,partition1,shape,digit,0.000534
1,unbiased_cka,partition1,shape,digit,0.000150
1,cknna,partition1,shape,digit,0.006284
1,svcca,partition1,shape,digit,0.056752
1,edit_distance_knn,partition1,shape,digit,0.750372
1,cycle_knn,partition2,shape_digit,shape_color,0.228888
1,mutual_knn,partition2,shape_digit,shape_color,0.030157
1,lcs_knn,partition2,shape_digit,shape_color,0.071336
1,cka,partition2,shape_digit,shape_color,0.200388
1,unbiased_cka,partition2,shape_digit,shape_color,0.197781
1,cknna,partition2,shape_digit,shape_color,0.026503
1,svcca,partition2,shape_digit,shape_color,0.302773
1,edit_distance_knn,partition2,shape_digit,shape_color,0.751237
1,cycle_knn,partition2,shape_digit,digit_color,0.167597
1,mutual_knn,partition2,shape_digit,digit_color,0.021043
1,lcs_knn,partition2,shape_digit,digit_color,0.052734
1,cka,partition2,shape_digit,digit_color,0.207048
1,unbiased_cka,partition2,shape_digit,digit_color,0.204111
1,cknna,partition2,shape_digit,digit_color,0.018757
1,svcca,partition2,shape_digit,digit_color,0.360878
1,edit_distance_knn,partition2,shape_digit,digit_color,0.750758
1,cycle_knn,partition2,shape_color,digit_color,0.126302
1,mutual_knn,partition2,shape_color,digit_color,0.014439
1,lcs_knn,partition2,shape_color,digit_color,0.036179
1,cka,partition2,shape_color,digit_color,0.073850
1,unbiased_cka,partition2,shape_color,digit_color,0.070510
1,cknna,partition2,shape_color,digit_color,0.011618
1,svcca,partition2,shape_color,digit_color,0.068350
1,edit_distance_knn,partition2,shape_color,digit_color,0.750516
1,cycle_knn,partition3,all0,all1,0.902065
1,mutual_knn,partition3,all0,all1,0.722117
1,lcs_knn,partition3,all0,all1,1.046643
1,cka,partition3,all0,all1,0.720710
1,unbiased_cka,partition3,all0,all1,0.718356
1,cknna,partition3,all0,all1,0.641121
1,svcca,partition3,all0,all1,0.488142
1,edit_distance_knn,partition3,all0,all1,0.798391
2,cycle_knn,partition1,shape,digit,0.057896
2,mutual_knn,partition1,shape,digit,0.006269
2,lcs_knn,partition1,shape,digit,0.015532
2,cka,partition1,shape,digit,0.000519
2,unbiased_cka,partition1,shape,digit,0.000135
2,cknna,partition1,shape,digit,0.006455
2,svcca,partition1,shape,digit,0.051700
2,edit_distance_knn,partition1,shape,digit,0.750414
2,cycle_knn,partition2,shape_digit,shape_color,0.229632
2,mutual_knn,partition2,shape_digit,shape_color,0.030604
2,lcs_knn,partition2,shape_digit,shape_color,0.070964
2,cka,partition2,shape_digit,shape_color,0.196846
2,unbiased_cka,partition2,shape_digit,shape_color,0.194233
2,cknna,partition2,shape_digit,shape_color,0.027153
2,svcca,partition2,shape_digit,shape_color,0.272772
2,edit_distance_knn,partition2,shape_digit,shape_color,0.751149
2,cycle_knn,partition2,shape_digit,digit_color,0.160435
2,mutual_knn,partition2,shape_digit,digit_color,0.020601
2,lcs_knn,partition2,shape_digit,digit_color,0.049805
2,cka,partition2,shape_digit,digit_color,0.197788
2,unbiased_cka,partition2,shape_digit,digit_color,0.194809
2,cknna,partition2,shape_digit,digit_color,0.018280
2,svcca,partition2,shape_digit,digit_color,0.334980
2,edit_distance_knn,partition2,shape_digit,digit_color,0.750767
2,cycle_knn,partition2,shape_color,digit_color,0.121931
2,mutual_knn,partition2,shape_color,digit_color,0.013728
2,lcs_knn,partition2,shape_color,digit_color,0.032924
2,cka,partition2,shape_color,digit_color,0.070197
2,unbiased_cka,partition2,shape_color,digit_color,0.066872
2,cknna,partition2,shape_color,digit_color,0.010981
2,svcca,partition2,shape_color,digit_color,0.054063
2,edit_distance_knn,partition2,shape_color,digit_color,0.750405
2,cycle_knn,partition3,all0,all1,0.903878
2,mutual_knn,partition3,all0,all1,0.727186
2,lcs_knn,partition3,all0,all1,1.053432
2,cka,partition3,all0,all1,0.732969
2,unbiased_cka,partition3,all0,all1,0.730702
2,cknna,partition3,all0,all1,0.648926
2,svcca,partition3,all0,all1,0.481908
2,edit_distance_knn,partition3,all0,all1,0.799144
3,cycle_knn,partition1,shape,digit,0.057524
3,mutual_knn,partition1,shape,digit,0.006157
3,lcs_knn,partition1,shape,digit,0.015951
3,cka,partition1,shape,digit,0.000432
3,unbiased_cka,partition1,shape,digit,0.000047
3,cknna,partition1,shape,digit,0.006232
3,svcca,partition1,shape,digit,0.056956
3,edit_distance_knn,partition1,shape,digit,0.750353
3,cycle_knn,partition2,shape_digit,shape_color,0.234747
3,mutual_knn,partition2,shape_digit,shape_color,0.030552
3,lcs_knn,partition2,shape_digit,shape_color,0.074684
3,cka,partition2,shape_digit,shape_color,0.189855
3,unbiased_cka,partition2,shape_digit,shape_color,0.187216
3,cknna,partition2,shape_digit,shape_color,0.026470
3,svcca,partition2,shape_digit,shape_color,0.282175
3,edit_distance_knn,partition2,shape_digit,shape_color,0.751181
3,cycle_knn,partition2,shape_digit,digit_color,0.165783
3,mutual_knn,partition2,shape_digit,digit_color,0.021424
3,lcs_knn,partition2,shape_digit,digit_color,0.051897
3,cka,partition2,shape_digit,digit_color,0.198351
3,unbiased_cka,partition2,shape_digit,digit_color,0.195384
3,cknna,partition2,shape_digit,digit_color,0.018272
3,svcca,partition2,shape_digit,digit_color,0.378578
3,edit_distance_knn,partition2,shape_digit,digit_color,0.750795
3,cycle_knn,partition2,shape_color,digit_color,0.128255
3,mutual_knn,partition2,shape_color,digit_color,0.014802
3,lcs_knn,partition2,shape_color,digit_color,0.036226
3,cka,partition2,shape_color,digit_color,0.073612
3,unbiased_cka,partition2,shape_color,digit_color,0.070283
3,cknna,partition2,shape_color,digit_color,0.011567
3,svcca,partition2,shape_color,digit_color,0.057675
3,edit_distance_knn,partition2,shape_color,digit_color,0.750437
