seed,metric,partition,model0,model1,partition_metric
2,cycle_knn,partition2,shape_digit,digit_color,0.161691
2,mutual_knn,partition2,shape_digit,digit_color,0.020615
2,lcs_knn,partition2,shape_digit,digit_color,0.050549
2,cka,partition2,shape_digit,digit_color,0.174629
2,unbiased_cka,partition2,shape_digit,digit_color,0.171544
2,cknna,partition2,shape_digit,digit_color,0.018082
2,svcca,partition2,shape_digit,digit_color,0.235790
2,edit_distance_knn,partition2,shape_digit,digit_color,0.750786
2,cycle_knn,partition2,shape_color,digit_color,0.114351
2,mutual_knn,partition2,shape_color,digit_color,0.012802
2,lcs_knn,partition2,shape_color,digit_color,0.030738
2,cka,partition2,shape_color,digit_color,0.086939
2,unbiased_cka,partition2,shape_color,digit_color,0.083512
2,cknna,partition2,shape_color,digit_color,0.009952
2,svcca,partition2,shape_color,digit_color,0.064750
2,edit_distance_knn,partition2,shape_color,digit_color,0.750367
2,cycle_knn,partition3,all0,all1,0.888718
2,mutual_knn,partition3,all0,all1,0.645317
2,lcs_knn,partition3,all0,all1,0.916202
2,cka,partition3,all0,all1,0.718748
2,unbiased_cka,partition3,all0,all1,0.716477
2,cknna,partition3,all0,all1,0.547775
2,svcca,partition3,all0,all1,0.408162
2,edit_distance_knn,partition3,all0,all1,0.785896
3,cycle_knn,partition1,shape,digit,0.037574
3,mutual_knn,partition1,shape,digit,0.003976
3,lcs_knn,partition1,shape,digit,0.008836
3,cka,partition1,shape,digit,0.000414
3,unbiased_cka,partition1,shape,digit,0.000033
3,cknna,partition1,shape,digit,0.004065
3,svcca,partition1,shape,digit,0.040825
3,edit_distance_knn,partition1,shape,digit,0.750242
3,cycle_knn,partition2,shape_digit,shape_color,0.201823
3,mutual_knn,partition2,shape_digit,shape_color,0.026251
3,lcs_knn,partition2,shape_digit,shape_color,0.061430
3,cka,partition2,shape_digit,shape_color,0.195654
3,unbiased_cka,partition2,shape_digit,shape_color,0.192917
3,cknna,partition2,shape_digit,shape_color,0.022693
3,svcca,partition2,shape_digit,shape_color,0.286840
3,edit_distance_knn,partition2,shape_digit,shape_color,0.750916
3,cycle_knn,partition2,shape_digit,digit_color,0.160575
3,mutual_knn,partition2,shape_digit,digit_color,0.020052
3,lcs_knn,partition2,shape_digit,digit_color,0.047526
3,cka,partition2,shape_digit,digit_color,0.178135
3,unbiased_cka,partition2,shape_digit,digit_color,0.175056
3,cknna,partition2,shape_digit,digit_color,0.017021
3,svcca,partition2,shape_digit,digit_color,0.224974
3,edit_distance_knn,partition2,shape_digit,digit_color,0.750637
3,cycle_knn,partition2,shape_color,digit_color,0.110677
3,mutual_knn,partition2,shape_color,digit_color,0.012188
3,lcs_knn,partition2,shape_color,digit_color,0.029157
3,cka,partition2,shape_color,digit_color,0.082943
3,unbiased_cka,partition2,shape_color,digit_color,0.079509
3,cknna,partition2,shape_color,digit_color,0.009543
3,svcca,partition2,shape_color,digit_color,0.065689
3,edit_distance_knn,partition2,shape_color,digit_color,0.750344
