seed,metric,partition,model0,model1,partition_metric
0,cycle_knn,partition1,shape,digit,0.040318
0,mutual_knn,partition1,shape,digit,0.004167
0,lcs_knn,partition1,shape,digit,0.010091
0,cka,partition1,shape,digit,0.000356
0,unbiased_cka,partition1,shape,digit,0.000000
0,cknna,partition1,shape,digit,0.004176
0,svcca,partition1,shape,digit,0.032069
0,edit_distance_knn,partition1,shape,digit,0.750316
0,cycle_knn,partition2,shape_digit,shape_color,0.204985
0,mutual_knn,partition2,shape_digit,shape_color,0.025711
0,lcs_knn,partition2,shape_digit,shape_color,0.062314
0,cka,partition2,shape_digit,shape_color,0.191541
0,unbiased_cka,partition2,shape_digit,shape_color,0.188796
0,cknna,partition2,shape_digit,shape_color,0.022304
0,svcca,partition2,shape_digit,shape_color,0.266067
0,edit_distance_knn,partition2,shape_digit,shape_color,0.751065
0,cycle_knn,partition2,shape_digit,digit_color,0.158575
0,mutual_knn,partition2,shape_digit,digit_color,0.019671
0,lcs_knn,partition2,shape_digit,digit_color,0.048084
0,cka,partition2,shape_digit,digit_color,0.171949
0,unbiased_cka,partition2,shape_digit,digit_color,0.168844
0,cknna,partition2,shape_digit,digit_color,0.017868
0,svcca,partition2,shape_digit,digit_color,0.218391
0,edit_distance_knn,partition2,shape_digit,digit_color,0.750698
0,cycle_knn,partition2,shape_color,digit_color,0.109887
0,mutual_knn,partition2,shape_color,digit_color,0.012179
0,lcs_knn,partition2,shape_color,digit_color,0.029901
0,cka,partition2,shape_color,digit_color,0.076651
0,unbiased_cka,partition2,shape_color,digit_color,0.073197
0,cknna,partition2,shape_color,digit_color,0.009227
0,svcca,partition2,shape_color,digit_color,0.057650
0,edit_distance_knn,partition2,shape_color,digit_color,0.750419
0,cycle_knn,partition3,all0,all1,0.888858
0,mutual_knn,partition3,all0,all1,0.644773
0,lcs_knn,partition3,all0,all1,0.916202
0,cka,partition3,all0,all1,0.724569
0,unbiased_cka,partition3,all0,all1,0.722325
0,cknna,partition3,all0,all1,0.544536
0,svcca,partition3,all0,all1,0.432370
0,edit_distance_knn,partition3,all0,all1,0.785896
1,cycle_knn,partition1,shape,digit,0.042597
1,mutual_knn,partition1,shape,digit,0.004432
1,lcs_knn,partition1,shape,digit,0.010789
1,cka,partition1,shape,digit,0.000426
1,unbiased_cka,partition1,shape,digit,0.000046
1,cknna,partition1,shape,digit,0.004589
1,svcca,partition1,shape,digit,0.036659
1,edit_distance_knn,partition1,shape,digit,0.750288
1,cycle_knn,partition2,shape_digit,shape_color,0.200567
1,mutual_knn,partition2,shape_digit,shape_color,0.025679
1,lcs_knn,partition2,shape_digit,shape_color,0.058268
1,cka,partition2,shape_digit,shape_color,0.190655
1,unbiased_cka,partition2,shape_digit,shape_color,0.187902
1,cknna,partition2,shape_digit,shape_color,0.022508
1,svcca,partition2,shape_digit,shape_color,0.297797
1,edit_distance_knn,partition2,shape_digit,shape_color,0.750958
1,cycle_knn,partition2,shape_digit,digit_color,0.164807
1,mutual_knn,partition2,shape_digit,digit_color,0.020782
1,lcs_knn,partition2,shape_digit,digit_color,0.051293
1,cka,partition2,shape_digit,digit_color,0.177400
1,unbiased_cka,partition2,shape_digit,digit_color,0.174318
1,cknna,partition2,shape_digit,digit_color,0.018648
1,svcca,partition2,shape_digit,digit_color,0.259654
1,edit_distance_knn,partition2,shape_digit,digit_color,0.750814
1,cycle_knn,partition2,shape_color,digit_color,0.105794
1,mutual_knn,partition2,shape_color,digit_color,0.011793
1,lcs_knn,partition2,shape_color,digit_color,0.028227
1,cka,partition2,shape_color,digit_color,0.080016
1,unbiased_cka,partition2,shape_color,digit_color,0.076582
1,cknna,partition2,shape_color,digit_color,0.008658
1,svcca,partition2,shape_color,digit_color,0.066935
1,edit_distance_knn,partition2,shape_color,digit_color,0.750395
1,cycle_knn,partition3,all0,all1,0.887137
1,mutual_knn,partition3,all0,all1,0.653144
1,lcs_knn,partition3,all0,all1,0.923177
1,cka,partition3,all0,all1,0.728798
1,unbiased_cka,partition3,all0,all1,0.726582
1,cknna,partition3,all0,all1,0.552893
1,svcca,partition3,all0,all1,0.453965
1,edit_distance_knn,partition3,all0,all1,0.786058
2,cycle_knn,partition1,shape,digit,0.039249
2,mutual_knn,partition1,shape,digit,0.004111
2,lcs_knn,partition1,shape,digit,0.009998
2,cka,partition1,shape,digit,0.000405
2,unbiased_cka,partition1,shape,digit,0.000023
2,cknna,partition1,shape,digit,0.004130
2,svcca,partition1,shape,digit,0.028950
2,edit_distance_knn,partition1,shape,digit,0.750209
2,cycle_knn,partition2,shape_digit,shape_color,0.202334
2,mutual_knn,partition2,shape_digit,shape_color,0.025991
2,lcs_knn,partition2,shape_digit,shape_color,0.061895
2,cka,partition2,shape_digit,shape_color,0.188957
2,unbiased_cka,partition2,shape_digit,shape_color,0.186194
2,cknna,partition2,shape_digit,shape_color,0.022790
2,svcca,partition2,shape_digit,shape_color,0.305496
2,edit_distance_knn,partition2,shape_digit,shape_color,0.750991
