seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
0,cycle_knn,0.8,0.927900,0.761400,0.853900
0,mutual_knn,0.8,0.541820,0.314680,0.443800
0,lcs_knn,0.8,0.835700,0.525200,0.707600
0,cka,0.8,0.942401,0.875170,0.965006
0,unbiased_cka,0.8,0.941762,0.874333,0.964768
0,cknna,0.8,0.531155,0.288287,0.418271
0,svcca,0.8,0.814770,0.792058,0.850674
0,edit_distance_knn,0.8,0.784420,0.765510,0.775140
0,cycle_knn,0.0,0.924400,0.741600,0.842900
0,mutual_knn,0.0,0.513330,0.288900,0.411410
0,lcs_knn,0.0,0.789700,0.493300,0.671600
0,cka,0.0,0.932656,0.851133,0.959715
0,unbiased_cka,0.0,0.931938,0.850159,0.959456
0,cknna,0.0,0.500345,0.265927,0.382563
0,svcca,0.0,0.793621,0.761375,0.832790
0,edit_distance_knn,0.0,0.781050,0.764070,0.772900
0,cycle_knn,0.2,0.911800,0.729600,0.835100
0,mutual_knn,0.2,0.509460,0.276030,0.408760
0,lcs_knn,0.2,0.789600,0.464700,0.661100
0,cka,0.2,0.932064,0.853452,0.959479
0,unbiased_cka,0.2,0.931344,0.852533,0.959235
0,cknna,0.2,0.497320,0.250159,0.381551
0,svcca,0.2,0.777042,0.761973,0.815359
0,edit_distance_knn,0.2,0.779760,0.762260,0.771930
0,cycle_knn,0.6,0.927900,0.731500,0.848200
0,mutual_knn,0.6,0.527900,0.280350,0.428040
0,lcs_knn,0.6,0.813100,0.478200,0.672400
0,cka,0.6,0.938412,0.850875,0.961921
0,unbiased_cka,0.6,0.937746,0.849898,0.961686
0,cknna,0.6,0.514344,0.256527,0.402833
0,svcca,0.6,0.769849,0.823997,0.836307
0,edit_distance_knn,0.6,0.781610,0.763560,0.772830
0,cycle_knn,1.0,0.928800,0.781400,0.861600
0,mutual_knn,1.0,0.569480,0.329440,0.470490
0,lcs_knn,1.0,0.889800,0.549400,0.746600
0,cka,1.0,0.949611,0.880191,0.969630
0,unbiased_cka,1.0,0.949035,0.879382,0.969419
0,cknna,1.0,0.555261,0.302469,0.441606
0,svcca,1.0,0.823386,0.804617,0.814439
0,edit_distance_knn,1.0,0.788590,0.766080,0.777830
0,cycle_knn,0.4,0.922400,0.703300,0.849000
0,mutual_knn,0.4,0.521720,0.261990,0.424280
0,lcs_knn,0.4,0.806800,0.448200,0.683500
0,cka,0.4,0.936537,0.831628,0.962034
0,unbiased_cka,0.4,0.935851,0.830542,0.961788
0,cknna,0.4,0.506730,0.238180,0.397925
0,svcca,0.4,0.806210,0.785916,0.828232
0,edit_distance_knn,0.4,0.781540,0.761950,0.773400
1,cycle_knn,0.0,0.911900,0.719200,0.836000
1,mutual_knn,0.0,0.504460,0.270870,0.399120
1,lcs_knn,0.0,0.783300,0.458300,0.640000
1,cka,0.0,0.930289,0.828504,0.957702
1,unbiased_cka,0.0,0.929558,0.827454,0.957450
1,cknna,0.0,0.492838,0.249862,0.372763
1,svcca,0.0,0.813726,0.747131,0.861529
1,edit_distance_knn,0.0,0.780530,0.762140,0.770520
1,cycle_knn,0.2,0.914600,0.721500,0.846900
1,mutual_knn,0.2,0.507710,0.267550,0.408250
1,lcs_knn,0.2,0.779600,0.460900,0.660800
1,cka,0.2,0.929784,0.844869,0.958424
1,unbiased_cka,0.2,0.929056,0.843901,0.958172
1,cknna,0.2,0.493302,0.243964,0.386812
1,svcca,0.2,0.796593,0.824384,0.827878
1,edit_distance_knn,0.2,0.779960,0.762140,0.772340
1,cycle_knn,0.8,0.929200,0.735300,0.857900
1,mutual_knn,0.8,0.552650,0.294110,0.455370
1,lcs_knn,0.8,0.851000,0.495600,0.722900
1,cka,0.8,0.944796,0.852292,0.967373
1,unbiased_cka,0.8,0.944179,0.851331,0.967147
1,cknna,0.8,0.540684,0.266655,0.427186
1,svcca,0.8,0.831120,0.790060,0.854146
1,edit_distance_knn,0.8,0.785480,0.764280,0.775790
1,cycle_knn,0.4,0.920800,0.722900,0.839100
1,mutual_knn,0.4,0.518190,0.255770,0.415530
1,lcs_knn,0.4,0.798800,0.437700,0.673600
1,cka,0.4,0.933946,0.839403,0.961445
1,unbiased_cka,0.4,0.933258,0.838367,0.961209
1,cknna,0.4,0.504722,0.235189,0.390196
1,svcca,0.4,0.768507,0.800430,0.830597
1,edit_distance_knn,0.4,0.781600,0.761750,0.772600
1,cycle_knn,1.0,0.933800,0.774600,0.868900
1,mutual_knn,1.0,0.558130,0.324170,0.464540
1,lcs_knn,1.0,0.861000,0.546100,0.735800
1,cka,1.0,0.946196,0.881927,0.968384
1,unbiased_cka,1.0,0.945593,0.881141,0.968158
1,cknna,1.0,0.543337,0.298895,0.438170
1,svcca,1.0,0.774055,0.816524,0.854532
1,edit_distance_knn,1.0,0.786040,0.765960,0.776420
1,cycle_knn,0.6,0.921800,0.709200,0.844500
1,mutual_knn,0.6,0.529850,0.264550,0.430990
1,lcs_knn,0.6,0.820100,0.461100,0.698200
1,cka,0.6,0.938062,0.831993,0.963175
1,unbiased_cka,0.6,0.937388,0.830881,0.962944
1,cknna,0.6,0.517775,0.246576,0.406910
1,svcca,0.6,0.767159,0.768540,0.795856
1,edit_distance_knn,0.6,0.782710,0.762410,0.774450
2,cycle_knn,1.0,0.926300,0.757200,0.853300
2,mutual_knn,1.0,0.552030,0.308500,0.448760
2,lcs_knn,1.0,0.858100,0.516100,0.718000
2,cka,1.0,0.943288,0.871338,0.966007
2,unbiased_cka,1.0,0.942658,0.870447,0.965783
2,cknna,1.0,0.538370,0.280926,0.423639
2,svcca,1.0,0.834603,0.794956,0.840222
2,edit_distance_knn,1.0,0.786610,0.764950,0.775310
2,cycle_knn,0.4,0.920900,0.767800,0.845400
2,mutual_knn,0.4,0.528810,0.308690,0.420370
2,lcs_knn,0.4,0.815200,0.526200,0.676400
2,cka,0.4,0.937137,0.863858,0.961840
2,unbiased_cka,0.4,0.936463,0.862967,0.961596
2,cknna,0.4,0.511851,0.284772,0.396241
2,svcca,0.4,0.789310,0.796073,0.814248
2,edit_distance_knn,0.4,0.782740,0.765260,0.773430
2,cycle_knn,0.6,0.922800,0.752800,0.849000
2,mutual_knn,0.6,0.537120,0.308490,0.435000
2,lcs_knn,0.6,0.827000,0.518500,0.695100
2,cka,0.6,0.940084,0.868842,0.965448
2,unbiased_cka,0.6,0.939427,0.867968,0.965223
2,cknna,0.6,0.523046,0.280810,0.411385
2,svcca,0.6,0.794137,0.781679,0.862090
2,edit_distance_knn,0.6,0.783870,0.765130,0.774040
2,cycle_knn,0.0,0.913400,0.652100,0.836300
2,mutual_knn,0.0,0.495560,0.205330,0.398800
2,lcs_knn,0.0,0.779600,0.382500,0.641800
2,cka,0.0,0.924438,0.751625,0.956429
2,unbiased_cka,0.0,0.923663,0.750196,0.956167
2,cknna,0.0,0.487647,0.183576,0.373788
2,svcca,0.0,0.804863,0.770205,0.843535
2,edit_distance_knn,0.0,0.780010,0.759910,0.771180
2,cycle_knn,0.8,0.923100,0.759200,0.855500
2,mutual_knn,0.8,0.541880,0.300890,0.438210
2,lcs_knn,0.8,0.837000,0.514100,0.695300
2,cka,0.8,0.941390,0.866096,0.964816
2,unbiased_cka,0.8,0.940739,0.865208,0.964586
2,cknna,0.8,0.528139,0.274422,0.407391
2,svcca,0.8,0.787767,0.790331,0.829202
2,edit_distance_knn,0.8,0.784070,0.764980,0.774670
2,cycle_knn,0.2,0.918500,0.741500,0.842000
2,mutual_knn,0.2,0.506960,0.286160,0.409690
2,lcs_knn,0.2,0.789100,0.484900,0.656100
2,cka,0.2,0.930692,0.855957,0.959931
2,unbiased_cka,0.2,0.929962,0.855029,0.959682
2,cknna,0.2,0.494930,0.261061,0.385058
2,svcca,0.2,0.787280,0.772194,0.848916
2,edit_distance_knn,0.2,0.780700,0.764040,0.771340
3,cycle_knn,0.6,0.920100,0.745000,0.848800
3,mutual_knn,0.6,0.530130,0.290530,0.427680
3,lcs_knn,0.6,0.827000,0.488000,0.677100
3,cka,0.6,0.937190,0.862140,0.962671
3,unbiased_cka,0.6,0.936517,0.861259,0.962436
3,cknna,0.6,0.519285,0.265036,0.398937
3,svcca,0.6,0.789122,0.810504,0.845678
