seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
0,cycle_knn,0.4,0.753500,0.848900,0.669500
0,mutual_knn,0.4,0.300330,0.539880,0.232390
0,lcs_knn,0.4,0.504700,0.816400,0.406600
0,cka,0.4,0.851613,0.903672,0.901086
0,unbiased_cka,0.4,0.850366,0.901853,0.900574
0,cknna,0.4,0.291184,0.506482,0.216510
0,svcca,0.4,0.733287,0.640888,0.807425
0,edit_distance_knn,0.4,0.764490,0.781970,0.759940
0,cycle_knn,0.2,0.707800,0.832500,0.607400
0,mutual_knn,0.2,0.255000,0.505480,0.189480
0,lcs_knn,0.2,0.432500,0.760500,0.340900
0,cka,0.2,0.818794,0.884810,0.873845
0,unbiased_cka,0.2,0.817356,0.882772,0.873249
0,cknna,0.2,0.247709,0.469003,0.173341
0,svcca,0.2,0.713586,0.623866,0.813626
0,edit_distance_knn,0.2,0.761770,0.777540,0.757990
0,cycle_knn,1.0,0.772200,0.852100,0.695400
0,mutual_knn,1.0,0.323090,0.593900,0.260800
0,lcs_knn,1.0,0.528200,0.891700,0.438300
0,cka,1.0,0.871873,0.939687,0.919377
0,unbiased_cka,1.0,0.870794,0.938428,0.918975
0,cknna,1.0,0.307918,0.553241,0.241732
0,svcca,1.0,0.721625,0.683070,0.793065
0,edit_distance_knn,1.0,0.765820,0.787330,0.761340
0,cycle_knn,0.0,0.734600,0.847800,0.636300
0,mutual_knn,0.0,0.283470,0.537550,0.216960
0,lcs_knn,0.0,0.470300,0.805100,0.388300
0,cka,0.0,0.837139,0.908007,0.896562
0,unbiased_cka,0.0,0.835765,0.906214,0.896029
0,cknna,0.0,0.280548,0.503168,0.200281
0,svcca,0.0,0.725267,0.648334,0.838108
0,edit_distance_knn,0.0,0.762830,0.780780,0.759440
0,cycle_knn,0.8,0.748500,0.844800,0.661200
0,mutual_knn,0.8,0.294930,0.568560,0.225750
0,lcs_knn,0.8,0.482200,0.856400,0.399000
0,cka,0.8,0.854544,0.928838,0.901890
0,unbiased_cka,0.8,0.853338,0.927441,0.901409
0,cknna,0.8,0.284452,0.526549,0.209404
0,svcca,0.8,0.734246,0.650495,0.786467
0,edit_distance_knn,0.8,0.763370,0.784370,0.760010
0,cycle_knn,0.6,0.740200,0.836900,0.632500
0,mutual_knn,0.6,0.276600,0.540520,0.201760
0,lcs_knn,0.6,0.450100,0.804600,0.360800
0,cka,0.6,0.841193,0.917222,0.887612
0,unbiased_cka,0.6,0.839914,0.915699,0.887076
0,cknna,0.6,0.266246,0.500370,0.183459
0,svcca,0.6,0.748320,0.656244,0.810044
0,edit_distance_knn,0.6,0.762360,0.781120,0.758610
1,cycle_knn,0.8,0.765800,0.863600,0.672600
1,mutual_knn,0.8,0.314340,0.576160,0.244470
1,lcs_knn,0.8,0.521700,0.858600,0.424100
1,cka,0.8,0.860722,0.919801,0.907173
1,unbiased_cka,0.8,0.859524,0.918215,0.906678
1,cknna,0.8,0.304299,0.542657,0.224736
1,svcca,0.8,0.744473,0.665709,0.817642
1,edit_distance_knn,0.8,0.765210,0.785520,0.761250
1,cycle_knn,0.2,0.729900,0.841700,0.642000
1,mutual_knn,0.2,0.274650,0.542620,0.200720
1,lcs_knn,0.2,0.456300,0.812600,0.358600
1,cka,0.2,0.836948,0.919197,0.887186
1,unbiased_cka,0.2,0.835698,0.917670,0.886637
1,cknna,0.2,0.264358,0.505325,0.185242
1,svcca,0.2,0.731590,0.641665,0.815496
1,edit_distance_knn,0.2,0.762120,0.780660,0.758540
1,cycle_knn,0.4,0.747200,0.840500,0.661000
1,mutual_knn,0.4,0.288410,0.553420,0.220870
1,lcs_knn,0.4,0.481700,0.833800,0.386300
1,cka,0.4,0.845735,0.920826,0.899467
1,unbiased_cka,0.4,0.844474,0.919325,0.898987
1,cknna,0.4,0.273609,0.511137,0.202480
1,svcca,0.4,0.730105,0.650532,0.799073
1,edit_distance_knn,0.4,0.763550,0.782550,0.759500
1,cycle_knn,1.0,0.787500,0.850500,0.713100
1,mutual_knn,1.0,0.332980,0.591550,0.264600
1,lcs_knn,1.0,0.538700,0.898800,0.457900
1,cka,1.0,0.879783,0.938328,0.918293
1,unbiased_cka,1.0,0.878750,0.937069,0.917866
1,cknna,1.0,0.321493,0.555247,0.244978
1,svcca,1.0,0.741118,0.662366,0.800428
1,edit_distance_knn,1.0,0.766160,0.788440,0.762190
1,cycle_knn,0.6,0.763100,0.863900,0.671900
1,mutual_knn,0.6,0.327950,0.580820,0.250250
1,lcs_knn,0.6,0.540400,0.867100,0.432100
1,cka,0.6,0.865038,0.929319,0.905860
1,unbiased_cka,0.6,0.863769,0.927815,0.905329
1,cknna,0.6,0.321192,0.550810,0.229383
1,svcca,0.6,0.753144,0.644003,0.815523
1,edit_distance_knn,0.6,0.766010,0.786020,0.761720
1,cycle_knn,0.0,0.748600,0.839700,0.656600
1,mutual_knn,0.0,0.288100,0.537990,0.220130
1,lcs_knn,0.0,0.475500,0.803800,0.387000
1,cka,0.0,0.856207,0.918181,0.902123
1,unbiased_cka,0.0,0.855041,0.916628,0.901646
1,cknna,0.0,0.276428,0.494117,0.199656
1,svcca,0.0,0.743228,0.634830,0.799770
