seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
3,edit_distance_knn,1.0,0.768180,0.780950,0.761860
3,cycle_knn,0.8,0.722700,0.702900,0.661700
3,mutual_knn,0.8,0.332050,0.519800,0.245210
3,lcs_knn,0.8,0.546900,0.779300,0.424500
3,cka,0.8,0.679083,0.652525,0.743539
3,unbiased_cka,0.8,0.676052,0.647745,0.741872
3,cknna,0.8,0.362789,0.525206,0.247423
3,svcca,0.8,0.610935,0.471884,0.704070
3,edit_distance_knn,0.8,0.767310,0.779910,0.760950
3,cycle_knn,0.2,0.710000,0.699800,0.645500
3,mutual_knn,0.2,0.308180,0.489820,0.223820
3,lcs_knn,0.2,0.514000,0.743400,0.393300
3,cka,0.2,0.647715,0.624615,0.727570
3,unbiased_cka,0.2,0.644402,0.619444,0.725848
3,cknna,0.2,0.332555,0.492797,0.225399
3,svcca,0.2,0.577141,0.444304,0.698262
3,edit_distance_knn,0.2,0.765300,0.777790,0.760030
3,cycle_knn,0.4,0.716000,0.697500,0.659200
3,mutual_knn,0.4,0.316770,0.498860,0.227490
3,lcs_knn,0.4,0.517300,0.755800,0.400800
3,cka,0.4,0.652883,0.634367,0.716103
3,unbiased_cka,0.4,0.649661,0.629325,0.714305
3,cknna,0.4,0.341305,0.508843,0.230176
3,svcca,0.4,0.604276,0.439751,0.706263
3,edit_distance_knn,0.4,0.765510,0.778850,0.760280
3,cycle_knn,0.0,0.698700,0.686700,0.625600
3,mutual_knn,0.0,0.296610,0.482850,0.211820
3,lcs_knn,0.0,0.494000,0.720000,0.371900
3,cka,0.0,0.627610,0.616626,0.707823
3,unbiased_cka,0.0,0.623933,0.611291,0.705910
3,cknna,0.0,0.322373,0.482860,0.211893
3,svcca,0.0,0.601533,0.430187,0.698033
3,edit_distance_knn,0.0,0.764380,0.776750,0.759100
3,cycle_knn,0.6,0.720600,0.702200,0.661500
3,mutual_knn,0.6,0.320220,0.512220,0.232500
3,lcs_knn,0.6,0.520000,0.768800,0.404900
3,cka,0.6,0.669536,0.643606,0.719613
3,unbiased_cka,0.6,0.666488,0.638694,0.717710
3,cknna,0.6,0.345496,0.514828,0.234905
3,svcca,0.6,0.605788,0.456069,0.678189
3,edit_distance_knn,0.6,0.765920,0.779300,0.760530
