seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
0,cycle_knn,1.0,0.938200,0.808900,0.897700
0,mutual_knn,1.0,0.617920,0.387750,0.535790
0,lcs_knn,1.0,0.954500,0.626800,0.836400
0,cka,1.0,0.962721,0.913660,0.974743
0,unbiased_cka,1.0,0.962333,0.913066,0.974513
0,cknna,1.0,0.606058,0.358227,0.509475
0,svcca,1.0,0.810758,0.885859,0.865589
0,edit_distance_knn,1.0,0.793240,0.770490,0.783950
0,cycle_knn,0.8,0.934400,0.806800,0.895400
0,mutual_knn,0.8,0.602470,0.397110,0.524320
0,lcs_knn,0.8,0.933000,0.644800,0.830100
0,cka,0.8,0.960064,0.917680,0.973047
0,unbiased_cka,0.8,0.959666,0.917153,0.972816
0,cknna,0.8,0.592565,0.365059,0.499136
0,svcca,0.8,0.848562,0.810648,0.844381
0,edit_distance_knn,0.8,0.792490,0.770920,0.783610
0,cycle_knn,0.2,0.929100,0.759000,0.889300
0,mutual_knn,0.2,0.568610,0.318680,0.481160
0,lcs_knn,0.2,0.888500,0.532700,0.757300
0,cka,0.2,0.950669,0.868390,0.966139
0,unbiased_cka,0.2,0.950221,0.867699,0.965891
0,cknna,0.2,0.555915,0.291475,0.455703
0,svcca,0.2,0.810061,0.778625,0.823514
0,edit_distance_knn,0.2,0.788370,0.765680,0.777510
0,cycle_knn,0.0,0.927700,0.787900,0.880800
0,mutual_knn,0.0,0.557730,0.354200,0.473640
0,lcs_knn,0.0,0.866900,0.590100,0.754300
0,cka,0.0,0.947702,0.893839,0.964042
0,unbiased_cka,0.0,0.947233,0.893232,0.963793
0,cknna,0.0,0.546364,0.322743,0.448578
0,svcca,0.0,0.834864,0.777699,0.831326
0,edit_distance_knn,0.0,0.786940,0.768080,0.777780
0,cycle_knn,0.4,0.928000,0.816300,0.884000
0,mutual_knn,0.4,0.578600,0.394710,0.491000
0,lcs_knn,0.4,0.892200,0.645400,0.776400
0,cka,0.4,0.953442,0.913693,0.968475
0,unbiased_cka,0.4,0.953019,0.913087,0.968238
0,cknna,0.4,0.567466,0.370600,0.462779
0,svcca,0.4,0.856275,0.820557,0.809114
