seed,frac_overlap,normal_asr,transfer_asr
0,0.4,0.598,0.366
0,0.2,0.518,0.274
0,1.0,0.544,0.38
0,0.0,0.516,0.314
0,0.8,0.5,0.308
0,0.6,0.55,0.294
1,0.8,0.542,0.336
1,0.2,0.532,0.292
1,0.4,0.536,0.324
1,1.0,0.512,0.308
1,0.6,0.514,0.294
1,0.0,0.536,0.302
2,0.4,0.48,0.288
2,1.0,0.506,0.33
2,0.6,0.484,0.276
2,0.0,0.534,0.3
2,0.8,0.602,0.242
2,0.2,0.588,0.336
3,0.2,0.548,0.304
3,0.6,0.494,0.296
3,0.0,0.514,0.252
3,0.4,0.502,0.282
3,0.8,0.54,0.298
3,1.0,0.544,0.352
