seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
2,cknna,0.0,0.395739,0.276590,0.230876
2,svcca,0.0,0.683205,0.741110,0.841101
2,edit_distance_knn,0.0,0.773120,0.762270,0.760770
2,cycle_knn,1.0,0.809200,0.751100,0.756200
2,mutual_knn,1.0,0.484580,0.298150,0.295570
2,lcs_knn,1.0,0.748300,0.499000,0.503800
2,cka,1.0,0.930294,0.821091,0.945108
2,unbiased_cka,1.0,0.929281,0.819345,0.944808
2,cknna,1.0,0.451182,0.303492,0.279248
2,svcca,1.0,0.696897,0.722867,0.823404
2,edit_distance_knn,1.0,0.777180,0.765040,0.764070
2,cycle_knn,0.8,0.805100,0.759400,0.748100
2,mutual_knn,0.8,0.470990,0.300830,0.284150
2,lcs_knn,0.8,0.729200,0.505700,0.484500
2,cka,0.8,0.926158,0.823240,0.940033
2,unbiased_cka,0.8,0.925094,0.821372,0.939716
2,cknna,0.8,0.435905,0.305018,0.266579
2,svcca,0.8,0.650639,0.750006,0.808099
2,edit_distance_knn,0.8,0.776300,0.764780,0.763380
2,cycle_knn,0.4,0.797500,0.736100,0.722300
2,mutual_knn,0.4,0.450430,0.281590,0.263810
2,lcs_knn,0.4,0.694600,0.467600,0.454300
2,cka,0.4,0.918997,0.802151,0.936668
2,unbiased_cka,0.4,0.917871,0.800095,0.936347
2,cknna,0.4,0.414757,0.288900,0.243392
2,svcca,0.4,0.708175,0.702133,0.822013
2,edit_distance_knn,0.4,0.773790,0.763540,0.762170
2,cycle_knn,0.2,0.783900,0.711800,0.724800
2,mutual_knn,0.2,0.442090,0.269050,0.261290
2,lcs_knn,0.2,0.684300,0.456000,0.442300
2,cka,0.2,0.915010,0.798094,0.931554
2,unbiased_cka,0.2,0.913827,0.796178,0.931225
2,cknna,0.2,0.404831,0.279191,0.248327
2,svcca,0.2,0.693511,0.739495,0.838842
2,edit_distance_knn,0.2,0.773210,0.763270,0.761000
2,cycle_knn,0.6,0.797900,0.740400,0.733800
2,mutual_knn,0.6,0.461340,0.283540,0.277630
2,lcs_knn,0.6,0.713000,0.473100,0.478600
2,cka,0.6,0.923214,0.811581,0.938996
2,unbiased_cka,0.6,0.922135,0.809656,0.938675
2,cknna,0.6,0.421434,0.288966,0.259045
2,svcca,0.6,0.643529,0.716928,0.848224
2,edit_distance_knn,0.6,0.775430,0.763880,0.763820
3,cycle_knn,1.0,0.807500,0.744900,0.749800
3,mutual_knn,1.0,0.478540,0.295310,0.295860
3,lcs_knn,1.0,0.736800,0.486700,0.493600
3,cka,1.0,0.930223,0.818271,0.946053
3,unbiased_cka,1.0,0.929213,0.816438,0.945751
3,cknna,1.0,0.439984,0.306391,0.275902
3,svcca,1.0,0.684175,0.763654,0.882899
3,edit_distance_knn,1.0,0.777020,0.764720,0.763670
3,cycle_knn,0.0,0.778600,0.716600,0.708600
3,mutual_knn,0.0,0.426050,0.269880,0.247280
