seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
0,cycle_knn,0.6,0.856900,0.720600,0.798700
0,mutual_knn,0.6,0.479360,0.275480,0.336770
0,lcs_knn,0.6,0.735700,0.456100,0.553800
0,cka,0.6,0.932978,0.815638,0.954969
0,unbiased_cka,0.6,0.932114,0.813871,0.954709
0,cknna,0.6,0.439312,0.282929,0.310204
0,svcca,0.6,0.732204,0.752122,0.881737
0,edit_distance_knn,0.6,0.776470,0.763340,0.766170
0,cycle_knn,1.0,0.855000,0.794100,0.800000
0,mutual_knn,1.0,0.490390,0.337980,0.342900
0,lcs_knn,1.0,0.746400,0.563000,0.560100
0,cka,1.0,0.936659,0.852905,0.957700
0,unbiased_cka,1.0,0.935835,0.851365,0.957452
0,cknna,1.0,0.454202,0.347479,0.310926
0,svcca,1.0,0.743260,0.775737,0.836144
0,edit_distance_knn,1.0,0.777380,0.767920,0.766380
0,cycle_knn,0.0,0.839400,0.644500,0.777900
0,mutual_knn,0.0,0.447200,0.216190,0.302430
0,lcs_knn,0.0,0.692200,0.364400,0.504100
0,cka,0.0,0.922391,0.743022,0.947486
0,unbiased_cka,0.0,0.921426,0.740770,0.947194
0,cknna,0.0,0.411057,0.226563,0.278823
0,svcca,0.0,0.715619,0.716197,0.870628
0,edit_distance_knn,0.0,0.773870,0.759910,0.764200
0,cycle_knn,0.8,0.848100,0.753700,0.791100
0,mutual_knn,0.8,0.483080,0.291310,0.341850
0,lcs_knn,0.8,0.738200,0.481000,0.566600
0,cka,0.8,0.933285,0.819906,0.955232
0,unbiased_cka,0.8,0.932422,0.818083,0.954971
0,cknna,0.8,0.450835,0.297689,0.313943
0,svcca,0.8,0.667941,0.775187,0.853718
0,edit_distance_knn,0.8,0.776790,0.764540,0.766880
0,cycle_knn,0.4,0.852800,0.727100,0.786700
0,mutual_knn,0.4,0.474070,0.280190,0.327570
0,lcs_knn,0.4,0.734100,0.466900,0.539700
0,cka,0.4,0.930672,0.815756,0.952766
0,unbiased_cka,0.4,0.929787,0.813957,0.952490
0,cknna,0.4,0.436665,0.292727,0.299428
0,svcca,0.4,0.722804,0.737121,0.838052
0,edit_distance_knn,0.4,0.775920,0.763800,0.765500
0,cycle_knn,0.2,0.834900,0.750600,0.781100
0,mutual_knn,0.2,0.459700,0.298320,0.315280
0,lcs_knn,0.2,0.714400,0.487000,0.517700
0,cka,0.2,0.927301,0.827899,0.950151
0,unbiased_cka,0.2,0.926398,0.826242,0.949874
0,cknna,0.2,0.419578,0.306960,0.290343
0,svcca,0.2,0.750874,0.735210,0.868728
0,edit_distance_knn,0.2,0.774650,0.764370,0.764610
1,cycle_knn,1.0,0.855800,0.744300,0.797300
1,mutual_knn,1.0,0.489160,0.294460,0.345430
1,lcs_knn,1.0,0.752800,0.481900,0.562300
1,cka,1.0,0.938315,0.821554,0.956313
1,unbiased_cka,1.0,0.937514,0.819865,0.956053
1,cknna,1.0,0.450004,0.300425,0.316286
1,svcca,1.0,0.726657,0.726281,0.864769
1,edit_distance_knn,1.0,0.776740,0.764150,0.766360
1,cycle_knn,0.8,0.853200,0.705000,0.790400
1,mutual_knn,0.8,0.469120,0.265210,0.329820
1,lcs_knn,0.8,0.731000,0.441200,0.539400
1,cka,0.8,0.924145,0.801195,0.952836
1,unbiased_cka,0.8,0.923178,0.799245,0.952561
1,cknna,0.8,0.438873,0.278898,0.302091
1,svcca,0.8,0.693795,0.725050,0.850086
1,edit_distance_knn,0.8,0.775850,0.762620,0.765780
1,cycle_knn,0.6,0.841700,0.749900,0.777400
1,mutual_knn,0.6,0.468890,0.298750,0.323560
1,lcs_knn,0.6,0.724000,0.480600,0.538600
1,cka,0.6,0.930667,0.827886,0.952066
1,unbiased_cka,0.6,0.929797,0.826200,0.951799
1,cknna,0.6,0.431779,0.307876,0.296790
1,svcca,0.6,0.726650,0.745923,0.861104
1,edit_distance_knn,0.6,0.775490,0.764220,0.765260
1,cycle_knn,0.0,0.809200,0.629500,0.708700
1,mutual_knn,0.0,0.377150,0.203640,0.227130
1,lcs_knn,0.0,0.591100,0.351500,0.400800
1,cka,0.0,0.892932,0.735810,0.921519
1,unbiased_cka,0.0,0.891721,0.733478,0.921143
1,cknna,0.0,0.341769,0.212707,0.203478
1,svcca,0.0,0.720316,0.673770,0.866015
1,edit_distance_knn,0.0,0.767800,0.758820,0.759800
1,cycle_knn,0.4,0.847600,0.741000,0.798000
1,mutual_knn,0.4,0.478360,0.295920,0.338200
1,lcs_knn,0.4,0.738700,0.479800,0.555200
1,cka,0.4,0.932813,0.816087,0.955529
1,unbiased_cka,0.4,0.931959,0.814355,0.955267
1,cknna,0.4,0.441495,0.306897,0.314140
1,svcca,0.4,0.739841,0.731041,0.867967
1,edit_distance_knn,0.4,0.776800,0.764500,0.765770
1,cycle_knn,0.2,0.845500,0.735900,0.776800
1,mutual_knn,0.2,0.455130,0.280660,0.311310
1,lcs_knn,0.2,0.711200,0.465300,0.513900
1,cka,0.2,0.925466,0.812227,0.950067
1,unbiased_cka,0.2,0.924542,0.810435,0.949790
1,cknna,0.2,0.418498,0.291721,0.283076
1,svcca,0.2,0.717227,0.718371,0.848674
1,edit_distance_knn,0.2,0.774440,0.763150,0.764010
2,cycle_knn,0.0,0.836900,0.752900,0.779000
2,mutual_knn,0.0,0.456290,0.300500,0.317190
2,lcs_knn,0.0,0.706500,0.491100,0.529700
2,cka,0.0,0.924595,0.822621,0.950037
2,unbiased_cka,0.0,0.923658,0.820868,0.949765
2,cknna,0.0,0.418992,0.310542,0.290536
2,svcca,0.0,0.720783,0.713259,0.896415
2,edit_distance_knn,0.0,0.774480,0.764980,0.765140
2,cycle_knn,0.4,0.840300,0.683900,0.780600
2,mutual_knn,0.4,0.465420,0.244770,0.319660
2,lcs_knn,0.4,0.712300,0.409500,0.527300
2,cka,0.4,0.929355,0.792074,0.950520
2,unbiased_cka,0.4,0.928462,0.790171,0.950254
2,cknna,0.4,0.429705,0.252390,0.292859
2,svcca,0.4,0.714339,0.756731,0.881730
2,edit_distance_knn,0.4,0.774990,0.760950,0.764770
2,cycle_knn,0.2,0.816600,0.674100,0.742700
2,mutual_knn,0.2,0.420400,0.239560,0.275480
2,lcs_knn,0.2,0.650100,0.403300,0.467400
2,cka,0.2,0.906376,0.777381,0.939900
2,unbiased_cka,0.2,0.905302,0.775392,0.939590
2,cknna,0.2,0.385335,0.252108,0.256158
2,svcca,0.2,0.709821,0.720930,0.845269
2,edit_distance_knn,0.2,0.771380,0.761070,0.762090
2,cycle_knn,1.0,0.852500,0.703300,0.799100
2,mutual_knn,1.0,0.478880,0.255210,0.334940
2,lcs_knn,1.0,0.736900,0.428000,0.549800
2,cka,1.0,0.933882,0.786878,0.953796
2,unbiased_cka,1.0,0.933030,0.784864,0.953519
2,cknna,1.0,0.439049,0.265796,0.307725
2,svcca,1.0,0.709774,0.727590,0.849243
2,edit_distance_knn,1.0,0.776360,0.762200,0.766150
2,cycle_knn,0.8,0.854500,0.769100,0.804100
2,mutual_knn,0.8,0.489740,0.317950,0.345690
2,lcs_knn,0.8,0.762300,0.519100,0.572200
2,cka,0.8,0.934849,0.843140,0.957755
2,unbiased_cka,0.8,0.933995,0.841573,0.957496
2,cknna,0.8,0.452228,0.325607,0.313901
2,svcca,0.8,0.709949,0.751414,0.876435
2,edit_distance_knn,0.8,0.778510,0.766100,0.767600
2,cycle_knn,0.6,0.843000,0.755000,0.775300
2,mutual_knn,0.6,0.463780,0.299530,0.315320
2,lcs_knn,0.6,0.721700,0.492100,0.523500
2,cka,0.6,0.924704,0.822016,0.948241
2,unbiased_cka,0.6,0.923773,0.820232,0.947958
2,cknna,0.6,0.428657,0.306751,0.291798
2,svcca,0.6,0.758702,0.741819,0.844293
2,edit_distance_knn,0.6,0.775550,0.764390,0.765060
3,cycle_knn,0.4,0.853900,0.752200,0.799500
3,mutual_knn,0.4,0.472550,0.299710,0.331660
3,lcs_knn,0.4,0.734100,0.490200,0.548000
3,cka,0.4,0.930730,0.826089,0.952698
3,unbiased_cka,0.4,0.929850,0.824417,0.952422
3,cknna,0.4,0.435858,0.307680,0.305471
3,svcca,0.4,0.717283,0.736486,0.873034
3,edit_distance_knn,0.4,0.775740,0.765060,0.766230
3,cycle_knn,0.6,0.837300,0.652300,0.770200
3,mutual_knn,0.6,0.445300,0.225260,0.294130
3,lcs_knn,0.6,0.680300,0.379000,0.495000
3,cka,0.6,0.920974,0.765455,0.944943
3,unbiased_cka,0.6,0.920001,0.763448,0.944648
3,cknna,0.6,0.405831,0.236929,0.271386
3,svcca,0.6,0.699464,0.691983,0.838933
3,edit_distance_knn,0.6,0.772710,0.760430,0.763340
3,cycle_knn,0.8,0.850700,0.751600,0.793100
3,mutual_knn,0.8,0.478000,0.302330,0.339430
3,lcs_knn,0.8,0.736100,0.501600,0.556800
3,cka,0.8,0.931969,0.828954,0.956279
3,unbiased_cka,0.8,0.931104,0.827346,0.956017
3,cknna,0.8,0.440077,0.311717,0.307543
3,svcca,0.8,0.716542,0.762178,0.830268
3,edit_distance_knn,0.8,0.776260,0.765630,0.766120
3,cycle_knn,0.0,0.834800,0.754700,0.778500
3,mutual_knn,0.0,0.456400,0.300570,0.316260
3,lcs_knn,0.0,0.708600,0.506400,0.518800
3,cka,0.0,0.925531,0.821152,0.949264
3,unbiased_cka,0.0,0.924605,0.819410,0.948987
3,cknna,0.0,0.417177,0.309020,0.290144
3,svcca,0.0,0.719769,0.744052,0.858131
3,edit_distance_knn,0.0,0.773890,0.765400,0.764360
3,cycle_knn,1.0,0.860100,0.660700,0.803000
3,mutual_knn,1.0,0.504370,0.230700,0.357170
3,lcs_knn,1.0,0.775800,0.384000,0.589300
3,cka,1.0,0.940250,0.717264,0.960144
3,unbiased_cka,1.0,0.939448,0.715060,0.959893
3,cknna,1.0,0.463352,0.241427,0.323170
3,svcca,1.0,0.729399,0.713564,0.870119
3,edit_distance_knn,1.0,0.778340,0.760520,0.767610
3,cycle_knn,0.2,0.848800,0.742900,0.772000
3,mutual_knn,0.2,0.455560,0.288500,0.306980
3,lcs_knn,0.2,0.721400,0.470600,0.517700
3,cka,0.2,0.923279,0.818571,0.946515
3,unbiased_cka,0.2,0.922343,0.816855,0.946230
3,cknna,0.2,0.419297,0.295183,0.279925
3,svcca,0.2,0.735463,0.715366,0.845842
3,edit_distance_knn,0.2,0.775950,0.763590,0.764460
