seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
2,cknna,0.4,0.264784,0.446545,0.157627
2,svcca,0.4,0.544436,0.326072,0.769560
2,edit_distance_knn,0.4,0.762520,0.775360,0.757040
2,cycle_knn,1.0,0.586300,0.610400,0.498300
2,mutual_knn,1.0,0.277380,0.498120,0.185540
2,lcs_knn,1.0,0.441100,0.742600,0.323000
2,cka,1.0,0.648124,0.716102,0.813824
2,unbiased_cka,1.0,0.643472,0.711275,0.812898
2,cknna,1.0,0.296854,0.473325,0.185149
2,svcca,1.0,0.614424,0.339875,0.793439
2,edit_distance_knn,1.0,0.763490,0.776950,0.758090
2,cycle_knn,0.0,0.536500,0.593400,0.464400
2,mutual_knn,0.0,0.229210,0.452700,0.150590
2,lcs_knn,0.0,0.376700,0.680000,0.275300
2,cka,0.0,0.591495,0.674882,0.775425
2,unbiased_cka,0.0,0.586456,0.669356,0.774302
2,cknna,0.0,0.243245,0.427913,0.148742
2,svcca,0.0,0.532707,0.329591,0.767016
2,edit_distance_knn,0.0,0.760460,0.773440,0.756510
2,cycle_knn,0.6,0.548800,0.610900,0.467800
2,mutual_knn,0.6,0.248790,0.480750,0.162790
2,lcs_knn,0.6,0.408700,0.706400,0.291500
2,cka,0.6,0.606586,0.698494,0.770227
2,unbiased_cka,0.6,0.601502,0.693338,0.769008
2,cknna,0.6,0.262625,0.458176,0.163457
2,svcca,0.6,0.544409,0.316668,0.757567
2,edit_distance_knn,0.6,0.761770,0.775180,0.756990
2,cycle_knn,0.2,0.548700,0.603600,0.472900
2,mutual_knn,0.2,0.241180,0.460870,0.154320
2,lcs_knn,0.2,0.395400,0.696000,0.284300
2,cka,0.2,0.606050,0.684516,0.767220
2,unbiased_cka,0.2,0.600971,0.679120,0.765977
2,cknna,0.2,0.263479,0.439097,0.153050
2,svcca,0.2,0.543584,0.314656,0.719349
2,edit_distance_knn,0.2,0.761550,0.774650,0.756980
2,cycle_knn,0.8,0.552700,0.605700,0.484900
2,mutual_knn,0.8,0.248360,0.486550,0.168720
2,lcs_knn,0.8,0.414100,0.734300,0.299400
2,cka,0.8,0.621978,0.705842,0.781722
2,unbiased_cka,0.8,0.617139,0.700843,0.780546
2,cknna,0.8,0.263568,0.459833,0.164953
2,svcca,0.8,0.576614,0.330964,0.757314
2,edit_distance_knn,0.8,0.762140,0.777580,0.756910
3,cycle_knn,0.0,0.547700,0.598700,0.467900
3,mutual_knn,0.0,0.232590,0.458290,0.148100
3,lcs_knn,0.0,0.397000,0.694700,0.274600
3,cka,0.0,0.593274,0.677286,0.758228
3,unbiased_cka,0.0,0.588015,0.671770,0.756992
3,cknna,0.0,0.248268,0.433693,0.151195
3,svcca,0.0,0.552640,0.326951,0.728636
3,edit_distance_knn,0.0,0.761920,0.773510,0.756500
3,cycle_knn,1.0,0.580000,0.607700,0.505800
3,mutual_knn,1.0,0.276280,0.497670,0.190520
3,lcs_knn,1.0,0.451600,0.733700,0.332100
3,cka,1.0,0.648270,0.713343,0.811093
3,unbiased_cka,1.0,0.643694,0.708406,0.810118
3,cknna,1.0,0.305848,0.473731,0.191164
3,svcca,1.0,0.562180,0.347475,0.762964
3,edit_distance_knn,1.0,0.763950,0.777050,0.758730
3,cycle_knn,0.8,0.565900,0.602000,0.484800
3,mutual_knn,0.8,0.265670,0.487850,0.173810
3,lcs_knn,0.8,0.439700,0.735500,0.321000
3,cka,0.8,0.620454,0.704982,0.787636
3,unbiased_cka,0.8,0.615631,0.699908,0.786558
3,cknna,0.8,0.286982,0.468735,0.182372
3,svcca,0.8,0.555206,0.334332,0.744079
3,edit_distance_knn,0.8,0.763410,0.777040,0.758180
3,cycle_knn,0.4,0.556700,0.604200,0.467700
3,mutual_knn,0.4,0.245620,0.467660,0.164890
3,lcs_knn,0.4,0.413100,0.702400,0.295800
3,cka,0.4,0.604554,0.688808,0.767558
3,unbiased_cka,0.4,0.599477,0.683472,0.766359
3,cknna,0.4,0.265802,0.448493,0.160688
3,svcca,0.4,0.549817,0.332154,0.769692
3,edit_distance_knn,0.4,0.762450,0.774090,0.756860
3,cycle_knn,0.2,0.531500,0.596900,0.461400
3,mutual_knn,0.2,0.233790,0.466220,0.158000
3,lcs_knn,0.2,0.377600,0.695900,0.296800
3,cka,0.2,0.587556,0.683811,0.772228
3,unbiased_cka,0.2,0.582252,0.678409,0.771037
3,cknna,0.2,0.254200,0.442270,0.164856
3,svcca,0.2,0.535404,0.334540,0.715016
3,edit_distance_knn,0.2,0.761040,0.774060,0.757330
3,cycle_knn,0.6,0.559500,0.606000,0.483100
3,mutual_knn,0.6,0.249760,0.483280,0.167670
3,lcs_knn,0.6,0.417400,0.722500,0.296600
3,cka,0.6,0.612028,0.700994,0.793832
3,unbiased_cka,0.6,0.607023,0.695831,0.792787
3,cknna,0.6,0.271027,0.459387,0.172940
3,svcca,0.6,0.538688,0.327050,0.752471
3,edit_distance_knn,0.6,0.762370,0.775660,0.756730
