seed,metric,frac_overlap,metric_cifar100,metric_tinyimagenet,metric_cifar10
0,cycle_knn,0.2,0.860100,0.933200,0.819700
0,mutual_knn,0.2,0.422950,0.621190,0.367560
0,lcs_knn,0.2,0.675100,0.965000,0.608200
0,cka,0.2,0.919116,0.957319,0.929312
0,unbiased_cka,0.2,0.918588,0.956792,0.928892
0,cknna,0.2,0.414627,0.611519,0.335973
0,svcca,0.2,0.809972,0.800673,0.818177
0,edit_distance_knn,0.2,0.774190,0.794880,0.769630
0,cycle_knn,0.4,0.872500,0.939200,0.843700
0,mutual_knn,0.4,0.449630,0.638350,0.396890
0,lcs_knn,0.4,0.722000,0.990000,0.636100
0,cka,0.4,0.926732,0.961122,0.937529
0,unbiased_cka,0.4,0.926213,0.960613,0.937152
0,cknna,0.4,0.438562,0.629076,0.369106
0,svcca,0.4,0.791617,0.805849,0.825357
0,edit_distance_knn,0.4,0.776290,0.796310,0.770250
0,cycle_knn,0.8,0.892300,0.942800,0.860000
0,mutual_knn,0.8,0.502000,0.674930,0.442380
0,lcs_knn,0.8,0.789000,1.048900,0.706400
0,cka,0.8,0.944512,0.969331,0.949887
0,unbiased_cka,0.8,0.944055,0.968866,0.949533
0,cknna,0.8,0.488583,0.667563,0.413907
0,svcca,0.8,0.821558,0.795798,0.816317
0,edit_distance_knn,0.8,0.780940,0.803270,0.775280
0,cycle_knn,0.0,0.848500,0.932200,0.808800
0,mutual_knn,0.0,0.396710,0.611210,0.342830
0,lcs_knn,0.0,0.639900,0.930200,0.569100
0,cka,0.0,0.907830,0.954196,0.917872
0,unbiased_cka,0.0,0.907255,0.953642,0.917436
0,cknna,0.0,0.387503,0.600945,0.314373
0,svcca,0.0,0.794051,0.826744,0.783853
0,edit_distance_knn,0.0,0.771420,0.791640,0.766810
0,cycle_knn,0.6,0.879800,0.938400,0.845100
0,mutual_knn,0.6,0.470370,0.652060,0.409070
0,lcs_knn,0.6,0.742200,1.005100,0.663800
0,cka,0.6,0.935935,0.964672,0.941807
0,unbiased_cka,0.6,0.935494,0.964164,0.941434
